LocationID	LocationName	StartDate	EndDate	SPA
2065703	Heuvelhoek OESELGEM	NA	NA	0
2065706	Neerhoek OESELGEM	NA	NA	0
2065707	Oude Leie/Mandel OESELGEM	NA	NA	0
2065802	Oude Scheldearmen (Lange End) ELSEGEM	NA	NA	0
2065803	Golf ELSEGEM	NA	NA	0
2065804	Domein De Ghellinck ELSEGEM	NA	NA	0
2066501	Bolveerput SEMMERZAKE	NA	NA	0
2066502	Kriephoek SEMMERZAKE	NA	NA	0
2066601	Bovenschelde EKE - GAVERE	NA	NA	0
2066602	Bovenschelde GAVERE - ZINGEM	NA	NA	0
2066606	Bovenschelde ZINGEM-HEURNE	2007-10-01	NA	0
2066607	Bovenschelde HEURNE-EINE	2007-10-01	NA	0
2066608	Bovenschelde EINE-ENAME	2007-10-01	NA	0
2066609	Bovenschelde ENAME-OUDENAARDE	2007-10-01	NA	0
2066610	Bovenschelde OUDENAARDE-MELDEN	2007-10-01	NA	0
2066611	Bovenschelde MELDEN-BERCHEM	2007-10-01	NA	0
2066901	Zavelput BEVEREN-LEIE	NA	NA	0
2067001	Peracker WAREGEM	NA	NA	0
2067201	Moderna (Paddenbroek) KLUISBERGEN	NA	NA	0
2067202	Oude Schelde Meerse KLUISBERGEN	NA	NA	0
2067301	Oude Schelde MEILEGEM	NA	NA	0
2067303	Schijteput KLUISBERGEN	NA	NA	0
2067401	Spaarbekken MULLEM	NA	NA	0
2067402	Bekevijver MULLEM	NA	NA	0
2067501	Leyhoek ASTENE	NA	NA	0
2067601	Blarewater NEDERZWALM	NA	NA	0
2067701	Leie Noorderwal Deinze - brug Machelen	NA	NA	0
2067702	Leie brug Machelen - brug Olsene	NA	NA	0
2067703	Leie brug Olsene - brug Oeselgem	NA	NA	0
2070101	Eendenmeer en zeilplas HEUSDEN	NA	NA	0
2070105	Ontpoldering Heusdenbrug (vroeger Driehoekig Plasje) HEUSDEN	NA	NA	0
2070301	Kalkense Meersen KALKEN	NA	NA	1
2070402	Bergenmeersen WICHELEN	NA	NA	0
2070603	d' Heide WETTEREN	NA	NA	0
2071101	Schelde Kerk Kwatrecht - Brug Melle	NA	NA	0
2071102	Schelde Grote Sluis - Kerk Kwatrecht	NA	NA	0
2071103	Schelde Brug Wetteren - Grote Sluis	NA	NA	0
2071104	Schelde Sluis Oude Schelde - Brug Wetteren	NA	NA	0
2071105	Schelde Veer Schellebelle - Sluis Oude Schelde	NA	NA	0
2071106	Schelde Brug Uitbergen - Veer Schellebelle	NA	NA	1
2080101	Molsbroek LOKEREN	NA	NA	1
2080301	E3-Put WAASMUNSTER	NA	NA	0
2080302	Ten Reyen WAASMUNSTER	NA	NA	0
2080304	Hamputten WAASMUNSTER	NA	NA	0
2080305	Kasteel Blauwendael WAASMUNSTER	NA	NA	0
2080601	Tielrodebroek TIELRODE	NA	NA	0
2080603	Kleiputten Hofstraat TEMSE	NA	NA	0
2080604	Waesmeer TEMSE	NA	NA	0
2080605	Durme monding - Mira-brug TIELRODE	NA	NA	1
2080606	Wachtbekken TEMSE	NA	NA	0
2080802	Kruibeekse Kreek KRUIBEKE	NA	NA	1
2080803	Rupelmondse Kreek RUPELMONDE	NA	NA	1
2080806	Polder BAZEL-KRUIBEKE-RUPELMONDE	NA	2012-04-01	1
2080807	GOG-GGG Kruibeekse Polder	2012-10-01	NA	1
2080808	GOG-GGG Bazelse Polder Noord	2012-10-01	NA	1
2080809	GOG Bazelse Polder Zuid	2012-10-01	NA	1
2080901	Saleghem-kreek MEERDONK	NA	NA	0
2081103	Grote Geul KIELDRECHT	NA	NA	1
2081601	De Ster ST.-NIKLAAS	NA	NA	0
2081602	Fabiola-park ? ST.-NIKLAAS	NA	NA	0
2081603	Scheerders van Kerckhove's ST.-NIKLAAS	NA	NA	0
2081604	Heimolen SINT-NIKLAAS	NA	NA	0
2081701	Scheldebroeken ZELE-BERLARE	NA	NA	0
2081802	Bazelse Kreek KRUIBEKE	NA	NA	1
2081901	Het Gelaag STEKENE	NA	NA	0
2082201	Fort HAASDONK	NA	NA	0
2082301	Kleiputten STEENDORP	NA	NA	0
2090301	Wijmeers UITBERGEN	NA	NA	0
2090302	Heisbroek UITBERGEN	NA	NA	1
2090402	Donkmeer BERLARE	NA	NA	1
2090403	Broek BERLARE	NA	NA	1
2090408	Paardenweide en -broek BERLARE-WICHELEN	NA	NA	0
2090502	Park Osbroek AALST	NA	NA	0
2090503	Gerstjes AALST	NA	NA	0
2090504	Park zwembad (Bergemeersen) AALST	NA	NA	0
2090505	Park Ter Linden AALST	NA	NA	0
2090701	Wellemeersen DENDERLEEUW	NA	NA	0
2090801	Broek GREMBERGEN	NA	NA	0
2090901	Wallen DENDERMONDE	NA	NA	0
2090902	St.Onolfspolder DENDERMONDE	NA	NA	0
2091004	Nieuwdonk BERLARE	NA	NA	1
2091005	Verrebroek OVERMERE	NA	NA	1
2091006	Turfput OVERMERE	NA	NA	0
2091302	Lippensbroek HAMME	NA	NA	1
2091304	Oude Durme (Weymeersbroek) HAMME	2013-10-01	NA	0
2091305	Durme brug Waasmunster - Mirabrug	2013-10-01	NA	0
2091601	Schelde Slikplaat - Brug Uitbergen	NA	NA	1
2091602	Schelde Kerk Wichelen - Slikplaat	NA	NA	1
2091603	Schelde Brug Schoonaarde - Kerk Wichelen	NA	NA	1
2091604	Schelde Brede Schoren - Brug Schoonaarde	NA	NA	1
2091605	Schelde Veer Appels - Brede Schoren	NA	NA	1
2091606	Schelde 2 sluizen - Veer Appels	NA	NA	1
2091607	Schelde Zandkaai - 2 sluizen	NA	NA	1
2091608	Schelde inham - Zandkaai	NA	NA	1
2091609	Schelde Dendersluis - inham	NA	NA	1
2091610	Schelde ponton Dendermonde - Dendersluis	NA	NA	1
2091611	Schelde brug Vlassenbroek - ponton Dendermonde	NA	NA	1
2091612	Schelde Ter Killen - brug Vlassenbroek	NA	NA	1
2091613	Schelde Einde Cramp - Haventje Ter Killen	NA	NA	1
2091614	Schelde Veer Baasrode - Einde Cramp	NA	NA	1
2091701	Honegem ERPE	NA	NA	0
2091801	Dender OUDEGEM (Denderbelle-sas - Dendermonde Scoutsplein)	NA	NA	0
2091802	Dender GIJZEGEM (Aalst Wiezebrug - Denderbelle sas)	NA	NA	0
2091803	Dender AALST NOORD (Aalst Zwarte Hoekbrug - Wiezebrug)	NA	NA	0
2091804	Dender AALST ZUID (Aalst Zwarte Hoekbrug - Erembodegem brug)	NA	NA	0
2091805	Dender EREMBODEGEM (snelwegbrug Welle - Denderbrug Erembodegem)	NA	NA	0
2091806	Dender DENDERLEEUW (sas Denderleeuw - sas Liedekerke)	NA	NA	0
2091901	Polder VLASSENBROEK	NA	NA	0
2100101	De Gavers GERAARDSBERGEN	NA	NA	0
2100501	Dender monding Mark tot brug Zandbergen	NA	NA	0
2100502	Dender brug Zandbergen tot zuiveringsstation Ninove	NA	NA	0
2100503	Dender zuiveringsstation Ninove tot sas Liedekerke	NA	NA	0
2100601	Mark monding in Dender tot molen Viane	NA	NA	0
2100701	Moenebroek-Moorhof-Vijver van der Schueren SCHENDELBENE/SMEEREBBE	NA	NA	0
2100801	Kasteelvijver VIANE	NA	NA	0
2100810	Parkvijvers GROTENBERGE	NA	NA	0
3120101	Zenne ZEMST(brug Brusselse Steenweg) - HOMBEEK (Eglegemvijver)	1999-10-01	NA	0
3120102	Zenne EPPEGEM - VILVOORDE	1999-10-01	NA	0
3120103	Zenne ZEMST (Brusselse Steenweg) - WEERDE	1999-10-01	NA	0
3120104	Zenne WEERDE - EPPEGEM	1999-10-01	NA	0
3120301	Leuvense Vaart/Park MECHELEN	NA	NA	0
3120302	Mechels Broek MECHELEN	NA	NA	0
3120602	Blaasveld Broek BLAASVELD	NA	NA	0
3120603	Hazewinkel BLAASVELD	NA	NA	0
3120604	De Bocht HEINDONK	NA	NA	0
3120605	Polder HEINDONK	NA	NA	0
3120701	Hombeek MECHELEN	NA	NA	0
3121001	Zandputten Walem MECHELEN	NA	NA	0
3121003	Dijle Netemonding - Mechelen	NA	NA	0
3121303	Rupel brug Boom - monding Dijle/Nete	NA	NA	0
3121305	Broek De Naeyer WILLEBROEK	NA	NA	0
3121401	Oude Dijle MECHELEN	NA	NA	0
3121402	Montreal MECHELEN	NA	NA	0
3121405	Fort Walem MECHELEN	NA	NA	0
3121411	Den Battelaer MECHELEN	NA	NA	0
3121412	Zenne Zennegat - Hombeekbrug MECHELEN	1999-10-01	NA	0
3121413	ZENNE ZEMST-MECHELEN	NA	NA	0
3121501	Zandput Heffen MECHELEN	NA	NA	0
3130101	Netevallei LIER-DUFFEL	NA	NA	0
3130109	De Roost VEERLE	NA	NA	0
3130110	Trichelbroek EINDHOUT	NA	NA	0
3130702	Kesselhof KESSEL	NA	NA	0
3130703	Beemden KESSEL	NA	NA	0
3130801	Zone Grote - Kleine Nete	NA	NA	0
3130901	Fortengordel LIER-DUFFEL	NA	NA	0
3130902	Draaiboom LIER	NA	NA	0
3130903	Neerloop LIER	NA	NA	0
3131001	Stapelterrein Van Hool ITTERBEEK-KONINGSHOOIKT	NA	NA	0
3150102	Drielingenven KALMTHOUT	NA	NA	1
3150103	Stappersven KALMTHOUT	NA	NA	1
3150104	Biezenkuilen KALMTHOUT	NA	NA	1
3150105	Putse Moer KALMTHOUT	NA	NA	1
3150106	Nolse Ven KALMTHOUT	NA	NA	1
3150108	De Moerkens KALMTHOUT	NA	NA	1
3150109	Klein Schietveld KALMTHOUT	NA	NA	0
3150110	Keetheuvel KALMTHOUT	NA	NA	0
3150111	Handelaar KALMTHOUT	NA	NA	0
3150112	Steertse Heide KALMTHOUT	NA	NA	0
3150201	Militair Domein BRASSCHAAT/BRECHT	NA	NA	1
3150204	Fort BRASSCHAAT	NA	NA	0
3150205	Park De Mik BRASSCHAAT	NA	NA	0
3150206	Park BRASSCHAAT	NA	NA	0
3150502	De Kuifeend OORDEREN	NA	NA	1
3150503	Verlegd Schijn OORDEREN	NA	NA	0
3150504	Vormingsstation OORDEREN	NA	NA	0
3150505	Stadsgracht OORDEREN	NA	NA	0
3150506	Grote Kreek OORDEREN	2002-10-01	NA	0
3150702	Ekerse Put EKEREN	NA	NA	0
3150704	Bospolder EKEREN	NA	NA	0
3150802	BASF-terreinen ZANDVLIET	NA	NA	0
3150806	Sluis ZANDVLIET	NA	NA	0
3150807	Polder ZANDVLIET	NA	NA	0
3151001	E10-Plas SCHOTEN	NA	NA	0
3151101	Blokkersdijk ANTWERPEN	NA	NA	1
3151102	Delwaidedok ANTWERPEN	NA	NA	0
3151104	Plas Tijsmanstunnel ANTWERPEN	NA	NA	0
3151106	Noordkasteel ANTWERPEN	NA	NA	0
3151109	Galgenweel ANTWERPEN	NA	NA	0
3151110	Burchtse Weel ANTWERPEN	NA	2010-04-01	0
3151117	Burchtse Weel - Getijdengebied	2010-10-01	NA	0
3151118	Burchtse Weel - Zoet Bufferbekken	2010-10-01	NA	0
3151122	Hoge Maey ANTWERPEN	NA	NA	0
3151126	Kanaaldok B1 ANTWERPEN	NA	NA	0
3151127	Kanaaldok B2 ANTWERPEN	NA	NA	0
3151128	Kanaaldok B3 ANTWERPEN	NA	NA	0
3151137	Albertkanaal ANTWERPEN	NA	NA	0
3151138	Amerikadok ANTWERPEN	NA	NA	0
3151139	Schoonselhof ANTWERPEN	NA	NA	0
3151140	Rivierenhof ANTWERPEN	NA	NA	0
3151141	Noordlandbeek ANTWERPEN	NA	NA	0
3151142	Plasje Zwartkopmeeuw ANTWERPEN	NA	NA	0
3151143	Bonaparte-Willemdok ANTWERPEN	NA	NA	0
3151144	Lobroekdok ANTWERPEN	NA	NA	0
3151145	Straatsbrugdok ANTWERPEN	NA	NA	0
3151146	Asiadok ANTWERPEN	NA	NA	0
3151147	Houtdok ANTWERPEN	NA	NA	0
3151148	Stadspark ANTWERPEN	NA	NA	0
3151149	Domein Oude Gracht ANTWERPEN	NA	NA	0
3151150	Nachtegalenpark ANTWERPEN	NA	NA	0
3151151	Opel Belgium ANTWERPEN	NA	NA	0
3151152	Kattendijkdok ANTWERPEN	NA	NA	0
3151153	Weel/kreek Fort Filip Antwerpen	NA	NA	0
3151154	Middenvijver ANTWERPEN	2008-10-01	NA	0
3151155	Kiels Broek ANTWERPEN	NA	NA	0
3151159	Brilschans BERCHEM	NA	NA	0
3151160	Wolvenberg BERCHEM	NA	NA	0
3151161	Kempisch Dok ANTWERPEN	NA	NA	0
3151162	Boekenbergpark Deurne	NA	NA	0
3151164	Schor Scheldelaan (vanaf 2012) ANTWERPEN	2012-10-01	NA	0
3151165	Kielsevest	NA	NA	0
3151202	Weidecomplex ESSEN-Hoek	NA	NA	0
3151301	Hobokense Polder ANTWERPEN	NA	NA	0
3151302	Fort VIII HOBOKEN	NA	NA	0
3151401	Molen / Potpolder LILLO	NA	NA	0
3151403	Galgenschoor (Schelde Lillo-Fort - Containerkaai)	NA	NA	1
3151405	Fort LILLO	NA	NA	0
3151502	E-10 Put WUUSTWEZEL	NA	NA	1
3151503	Weilandcomplex WUUSTWEZEL	NA	NA	0
3151504	Wezelse Heide WUUSTWEZEL	NA	NA	0
3151505	De Spiegel/kasteelvijver WUUSTWEZEL	NA	NA	0
3151506	Kleine Aa-vallei WUUSTWEZEL	NA	NA	0
3151507	Kleine Beekvallei WUUSTWEZEL	NA	NA	0
3151508	Weilanden Witgoorsebaan WUUSTWEZEL	NA	NA	0
3151601	Spaarbekken BROECHEM	NA	NA	0
3151602	AWW Spaarbekken OELEGEM	NA	NA	0
3151604	Zwaaikom Alberkanaal OELEGEM	NA	NA	0
3151605	De Keer II OELEGEM	NA	NA	0
3151606	Fort van BROECHEM	NA	NA	0
3151607	Fort van OELEGEM	NA	NA	0
3151701	Brechtse Heide BRECHT	NA	NA	0
3151702	De Kooldries BRECHT	NA	NA	0
3151704	De Hees ST-LENAERTS	NA	NA	0
3151705	Rinkven BRECHT	NA	NA	0
3151706	Marmerven BRECHT	NA	NA	0
3151707	Oude Rommersheide BRECHT	NA	NA	0
3151801	Kleiputten RIJKEVORSEL-BRECHT	NA	NA	0
3152401	Drijdyck (voorheen Verrebroekpolder) VERREBROEK	NA	NA	1
3152402	Verrebroekdok VERREBROEK	1996-10-01	NA	1
3152403	Verrebroekdok Noord VERREBROEK	1999-10-01	2001-04-01	1
3152404	Verrebroekse Plassen (voorheen Werf Verrebroekdok) VERREBROEK	2000-10-01	NA	1
3152405	Ondergelopen polder (Blikken) VERREBROEK	2001-10-01	2006-04-01	1
3152406	De Putten West VERREBROEK	2005-10-01	NA	1
3152407	Spaans Fort VERREBROEK	NA	NA	1
3152408	Noord-zuidverbinding BEVEREN	NA	NA	0
3152702	Prosperpolder DOEL	NA	2010-04-01	1
3153003	Melsele Polder (= Groot Rietveld) MELSELE	NA	NA	1
3153008	Melsele Polder (= Rietveld) KALLO	2010-10-01	NA	0
3153011	BP-Plassen ZWIJNDRECHT	NA	2007-04-01	1
3153012	Bazeput ZWIJNDRECHT	NA	NA	1
3153013	Industriegebied ZWIJNDRECHT	NA	NA	1
3153015	Broedvlakte KALLO	2014-01-01	NA	1
3153101	Kromme Elleboog KALLO	NA	1998-04-01	1
3153102	Steenland KALLO	NA	1992-04-01	1
3153103	Melkader KALLO	NA	NA	1
3153104	Fort St Marie ZWIJNDRECHT	NA	NA	0
3153106	Steenland Polder KALLO	NA	NA	1
3153107	Steenlandplassen KALLO	NA	2005-04-01	1
3153109	Rhone Poulenc KALLO	NA	2001-04-01	1
3153115	Manege-De Vlakte = Deurganckdok (vanaf 2003) KALLO	NA	NA	1
3153124	Fort Liefkenshoek KALLO	NA	NA	1
3153125	Ketenislaan KALLO	NA	1998-04-01	1
3153128	Moeras Bayer KALLO	NA	2002-04-01	1
3153137	Plas Zeesluis KALLO	NA	NA	1
3153142	Ketenisseschoor (= vroegere Buitenpolder Bayer) KALLO	NA	NA	1
3153143	Steenland Kanaal KALLO	1999-10-01	NA	1
3153144	Plas Indaver KALLO	1999-10-01	2008-04-01	1
3153145	Plas Lawter KALLO	1999-10-01	2001-04-01	1
3153146	HASOP KALLO	2004-10-01	2007-04-01	1
3153308	Schelde grens - Kerncentrale Doel (Schor Ouden Doel, Paardeschor)	NA	NA	1
3153309	Ketenisdijk DOEL	NA	1994-04-01	1
3153312	St. Antoniushoek (Puttenplas) DOEL	NA	NA	1
3153313	Plas Kanaal-Molenberg DOEL	NA	NA	1
3153314	Arenbergpolder DOEL	NA	NA	1
3153316	Polders DOEL	NA	NA	1
3153319	Henkel DOEL	NA	1998-04-01	1
3153320	OT Henkel DOEL	NA	NA	1
3153330	Halterman DOEL	NA	2001-04-01	1
3153333	Beek O.T. DOEL	NA	2000-04-01	1
3153334	De Putten DOEL	1996-10-01	NA	1
3153801	Groot Buitenschoor (Schelde Containerkaai - grens)	NA	NA	1
3154202	De Keer I - Survija WOMMELGEM	NA	NA	0
3154203	Fort II WOMMELGEM	NA	NA	0
3154204	Plasjes Shoppingcenter WOMMELGEM	NA	NA	0
3154301	Kanaaldok KALLO-DOEL	NA	NA	1
3154303	Piet-Heintunnel KALLO-DOEL	1995-10-01	1998-04-01	1
3154501	Schelde-Rijnverbinding ZANDVLIET	NA	NA	0
3154602	De Mosten MEER	NA	NA	0
3154603	Weilanden MEER/MEERLE	NA	NA	0
3154701	E10 Plas MINDERHOUT	NA	NA	0
3154702	Desta MINDERHOUT	NA	NA	0
3154901	Reigersbos BERENDRECHT	NA	NA	0
3155102	Weilanden LOENHOUT-MEER	NA	NA	0
3155103	Weerijsvallei LOENHOUT	NA	NA	0
3155104	Weilanden LOENHOUT-HEIBAART	NA	NA	0
3156101	Interescaut SCHELLE	NA	NA	0
3156103	Vlietmonding SCHELLE	NA	NA	0
3156201	Walenhoek NIEL	NA	NA	0
3156301	Fort MERKSEM	NA	NA	0
3156501	Klokkeven OOSTMALLE	NA	NA	0
3156601	Schelde Veer Kruibeke - Veer Hemiksem (LO en RO)	NA	NA	0
3156602	Schelde Kerk Burcht - Veer Kruibeke (LO en RO)	NA	NA	0
3156603	Schelde Kennedytunnel - Kerk Burcht (LO en RO)	NA	NA	0
3156604	Schelde Antwerpen (ponton) - Kennedytunnel (LO en RO)	NA	NA	0
3156605	Schelde Antwerpen Ponton - St. Anneke Peilpaal (RO en LO)	NA	NA	0
3156606	Schelde St. Anneke - Boereschans (RO en LO)	NA	NA	0
3156607	Schelde Boereschans - Fort Filip/lichten (RO en LO)	NA	NA	0
3156608	Schelde Fort Filip - Van Cauwelaertsluizen (RO en LO)	NA	NA	0
3156609	Schelde Van Cauwelaertsluizen - Lillo Fort (RO)	NA	NA	0
3156611	Schelde Zandvlietsluis - Groot Buitenschoor	NA	NA	0
3156613	Schelde Kerncentrale - Liefkenshoek (LO)	NA	NA	1
3156614	Schelde Liefkenshoek - Van Cauwelaertsluizen (LO)	NA	NA	1
3156701	Fort III BORSBEEK	NA	NA	0
3156702	Fort IV MORTSEL	NA	NA	0
3156801	Fort V EDEGEM	NA	NA	0
3156802	Plas Drie Eiken EDEGEM	NA	NA	0
3156901	Fort VI WILRIJK	NA	NA	0
3156902	Fort VII WILRIJK	NA	NA	0
3157001	Put Zoerselbos ZOERSEL	NA	NA	0
3157002	Put Drengel ZOERSEL	NA	NA	0
3157101	Fort STABROEK	NA	NA	0
3157102	Antitankkanaal STABROEK-BERENDRECHT	NA	NA	0
3157103	Opstalvalleigebied STABROEK-BERENDRECHT	NA	NA	0
3157104	Opstalvalleigebied zone A STABROEK-BERENDRECHT	2008-10-01	NA	0
3157105	Opstalvalleigebied zone B STABROEK-BERENDRECHT	2008-10-01	NA	0
3157106	Opstalvalleigebied zone C STABROEK-BERENDRECHT	2008-10-01	NA	0
3157107	Meeuwenbroedplaats STABROEK	2008-10-01	NA	0
3157201	De Maatjes NIEUWMOER	NA	NA	1
3157301	Ettenhovepolder HOEVENEN	NA	NA	0
3157401	Fort SCHILDE	NA	NA	0
3157402	Antitankkanaal Sint-Job - Fort Schilde	NA	NA	0
3157403	Schildehof SCHILDE	NA	NA	0
3160102	Het Stadspark TURNHOUT	NA	NA	0
3160103	De Melle TURNHOUT	NA	NA	0
3160107	Zwart Water TURNHOUT	NA	NA	1
3160110	Vlasroot-Flaesheide WEELDE	NA	NA	0
3160112	Vennengebied TURNHOUT	NA	NA	0
3160116	Grote Klotteraard TURNHOUT	NA	NA	1
3160121	De Klei TURNHOUT	NA	NA	0
3160122	Karpermeer TURNHOUT	NA	NA	0
3160303	De Mark-meander MEER-MINDERHOUT	NA	NA	0
3160401	Het Blak BEERSE	NA	NA	0
3160405	Witven + Ginnekenshoek BEERSE	NA	NA	0
3160406	De Huffelen BEERSE	NA	NA	0
3160407	Ekstergoor BEERSE	NA	NA	0
3160408	Omgeving 't Blak BEERSE	NA	NA	0
3160412	Biesven BEERSE	NA	NA	0
3160501	Dekshoevevijver GEEL	NA	NA	0
3160503	Malesbroek GEEL	NA	NA	0
3160504	Wilders GEEL	NA	NA	0
3160604	E3-Put RETIE	NA	NA	0
3160605	Prinsenpark RETIE	NA	NA	0
3160607	Kievit RETIE	NA	NA	0
3160608	Kattestaartvijver RETIE	NA	NA	0
3160802	Viskweekvijvers Bankei/Wezel BALEN	NA	NA	0
3160803	Griesbroek BALEN	NA	NA	0
3160804	Scheps BALEN	NA	NA	0
3160808	BALEN KEIHEUVEL	NA	NA	0
3160901	E3-Put ARENDONK	NA	NA	0
3161001	t Goor DESSEL	NA	NA	0
3161004	Campinastrand (Het Goor) DESSEL	NA	NA	0
3161010	De Pinken DESSEL-WITGOOR	NA	NA	0
3161013	Vijvers Vercammen MOL	NA	NA	0
3161203	Snoekbaars OUD-TURNHOUT	NA	NA	0
3161301	Familiestrand MOL-POSTEL	NA	NA	1
3161303	Zwart Kot MOL	NA	NA	0
3161305	Kempisch Kanaal MOL	NA	NA	1
3161306	Warande (Brugplas) MOL	NA	NA	0
3161307	Miramar MOL	NA	NA	0
3161308	Van As MOL	NA	NA	0
3161309	Schansput MOL	NA	NA	0
3161310	Grote Zandput MOL	NA	NA	0
3161311	Plas Leblanc MOL	NA	NA	0
3161312	De Meergoren MOL	NA	NA	0
3161313	Kanaalplas I MOL	NA	NA	0
3161314	Zilvermeer MOL	NA	NA	0
3161315	Schansput+Grote Zandput MOL	NA	NA	0
3161316	Stroobants (Maat-vijver) MOL	NA	NA	1
3161317	Put Rauw MOL	NA	NA	0
3161318	Wateringen MOL-POSTEL	NA	NA	0
3161320	Ronde Put MOL-POSTEL	NA	NA	1
3161323	Lagune MOL	NA	NA	0
3161325	Blauwe Kei LOMMEL	NA	NA	0
3161327	Sas I MOL	NA	NA	0
3161335	De Maat-reservaat MOL	NA	NA	1
3161337	Grote Sprietput MOL	NA	NA	1
3161343	Stortplas MOL	NA	NA	0
3161344	Sas II Mol	NA	NA	0
3161345	Den Diel MOL	NA	NA	0
3161346	Sas IV Mol	NA	NA	0
3161347	Sas II - III Mol	NA	NA	0
3161348	Moeras Sas 6 MOL	NA	NA	0
3161349	Selguis MOL	NA	NA	0
3161350	Scheppelijke Nete MOL	NA	NA	0
3161351	Lange Linne-put MOL-POSTEL	NA	NA	0
3161369	MOL-EZAART	NA	NA	0
3161404	Kleine Nete KASTERLEE	NA	NA	0
3161502	Snepkensvijver LICHTAART	NA	NA	0
3161503	Zwart Water LICHTAART	NA	NA	0
3161504	De Zegge TEN AARD	NA	NA	1
3161505	Den Diel+Grote sprietput MOL	1998-10-01	NA	0
3161506	Moeras Sas 6+De Pinken MOL	1998-10-01	NA	0
3161507	Campinastrand+'t Goor DESSEL	1998-10-01	NA	0
3161701	Bootjesven WORTEL	NA	NA	0
3162002	Lilse Bergen/E3 Put/Put Boer Miljoen/Zandwinningsput/De Schrieken GIERLE-VORSELAAR	NA	NA	0
3162003	Grotenhout GIERLE	NA	NA	0
3163001	Aa-Vallei VORSELAAR	NA	NA	0
3163002	Aa-Vallei POEDERLEE-LICHTAART	NA	NA	0
4110102	Borght Ter Tommen GRIMBERGEN	NA	NA	0
4110106	Tommenmolen GRIMBERGEN	NA	NA	0
4110107	Visvijvers Van Stalle GRIMBERGEN	NA	NA	0
4110108	Onweersbekkens Potaarde GRIMBERGEN	NA	NA	0
4110109	Onweersbekkens Boechout GRIMBERGEN	NA	NA	0
4110110	Diegemput GRIMBERGEN	NA	NA	0
4110111	Veldkant GRIMBERGEN	NA	NA	0
4110112	Prinsenbos GRIMBERGEN	NA	NA	0
4110203	Plantentuin MEISE	NA	NA	0
4110204	Dry Toren MEISE	NA	NA	0
4110301	Kasteel Beverbos WEMMEL	NA	NA	0
4110501	Cargovil-Dorent-Nelebroek ZEMST-VILVOORDE	NA	NA	0
4110601	Woluwewachtbekkens VILVOORDE	NA	NA	0
4110603	Kanaal + insteekdok VILVOORDE	NA	NA	0
4110604	Hanssenpark VILVOORDE	NA	NA	0
4110605	Drie Fonteinen VILVOORDE	NA	NA	0
4110606	Tangebeekbos VILVOORDE	NA	NA	0
4110607	Nieuw wachtbekken MACHELEN	NA	NA	0
4110901	Vogelzang MELSBROEK	NA	NA	0
4111002	De Piereman STROMBEEK	NA	NA	0
4111003	Kasteel Bever STROMBEEK-BEVER	NA	NA	0
4111401	Vergotedok BRUSSEL	NA	NA	0
4111405	Ossegempark LAKEN	NA	NA	0
4111501	Vijvers Balcaen WEMMEL	NA	NA	0
4111502	Kasteel WEMMEL	NA	NA	0
4111607	Vijvers BOSVOORDE	NA	NA	0
4112105	Slachthuizen, Anderlecht	NA	NA	0
4112203	Voorhaven BRUSSEL	NA	NA	0
4112204	Kanaal Marlybrug - Verbrandebrug	NA	NA	0
4112301	Kanaal Brussel-Charleroi ST.PIETERSLEEUW - HALLE	NA	NA	0
4112501	Park TERVUREN	NA	NA	0
4112701	Camping Diepvennen LONDERZEEL	NA	NA	0
4113001	Neromhof WOLVERTEM	NA	NA	0
4113002	Kasteel Impde WOLVERTEM	NA	NA	0
4113003	Schriek WOLVERTEM	NA	NA	0
4113101	Boudewijnpark JETTE	NA	NA	0
4113102	Demuntervijver JETTE	NA	NA	0
4113103	Moeras JETTE-GANSHOREN	NA	NA	0
4113201	Ipsvoorde NIEUWENRODE	NA	NA	0
4113301	Overstromingsbekken Eeksken OPWIJK	NA	NA	0
4113401	Diepensteyn STEENHUFFEL	NA	NA	0
4113402	Beemden STEENHUFFEL	NA	NA	0
4113501	Zaventemse bekken ZAVENTEM	NA	NA	0
4113502	Parkvijver van Mariadal ZAVENTEM	NA	NA	0
4113601	Brucargobekken MACHELEN	NA	NA	0
4113701	Schranshoeve EPPEGEM	NA	NA	0
4113801	Het veroost GANSHOREN	NA	NA	0
4113901	Koninklijk Domein LAKEN	NA	NA	0
4113902	Prins Charles Square LAKEN	NA	NA	0
4113903	Clementine Square LAKEN	NA	NA	0
4113904	Sobiesky park LAKEN	NA	NA	0
4114001	RWZI Teralfene AFFLIGEM	NA	NA	0
4114101	Lijsterbespark MERCHTEM	NA	NA	0
4114201	Ter Pede DILBEEK	NA	NA	0
4114202	Vijver ST MARTENS BODEGEM (DILBEEK)	NA	NA	0
4114203	Vijver SCHEPDAAL (DILBEEK)	NA	NA	0
4114204	Park DILBEEK	NA	NA	0
4120401	Staatsdomein Hofstade ZEMST	NA	NA	0
4120801	Elewijtvijver (= zandput) ELEWIJT	NA	NA	0
4120901	Zandput Weerde ZEMST	NA	NA	0
4121101	Opspuiting (Bos v/d Aa) ZEMST	NA	NA	0
4121103	Kollintenbos ZEMST	NA	NA	0
4121901	Klein Boom PUTTE	NA	NA	0
4122001	Kanaal Tisselt - Humbeekbrug	NA	NA	0
4122002	Kanaal Humbeekbrug - Verbrandebrug	NA	NA	0
4140101	Vijsvijver Rijksweg Nutricia BORNEM	NA	NA	0
