Year	Stratum	Weight
2007	Bos	0.333021978021978
2007	Heide en duin	0.666978021978022
2008	Bos	0.0762414984268481
2008	Heide en duin	0.0905199143522726
2008	Landbouw	0.735471014734539
2008	Urbaan	0.0977675724863406
2009	Bos	0.162418112080377
2009	Heide en duin	0.837581887919623
2010	Bos	0.334622697174326
2010	Heide en duin	0.665377302825674
2011	Bos	0.0663305556631619
2011	Heide en duin	0.0494744399436628
2011	Landbouw	0.77606996067893
2011	Urbaan	0.108125043714245
2012	Bos	0.405215571994321
2012	Heide en duin	0.594784428005679
2013	Bos	1
2014	Heide en duin	1
