Year	Stratum	Weight
2007	Bos	0.0884809786680924
2007	Heide en duin	0.0371569628153441
2007	Landbouw	0.835029085609886
2007	Moeras en water	0.020627183494841
2007	Suburbaan	0.00997311318774286
2007	Urbaan	0.00873267622409325
2008	Bos	0.0778257234737483
2008	Heide en duin	0.0271767150459893
2008	Landbouw	0.861158306508505
2008	Moeras en water	0.0122104743507343
2008	Suburbaan	0.0157582459940033
2008	Urbaan	0.00587053462701972
2009	Bos	0.0882033086567495
2009	Heide en duin	0.0663337422104565
2009	Landbouw	0.809107551391943
2009	Moeras en water	0.0103008153732942
2009	Suburbaan	0.0136735536707022
2009	Urbaan	0.0123810286968548
2010	Bos	0.099819817652358
2010	Heide en duin	0.04378362397516
2010	Landbouw	0.807874867887758
2010	Moeras en water	0.0233832687689479
2010	Suburbaan	0.0166489074435843
2010	Urbaan	0.00848951427219182
2011	Bos	0.0683043874450283
2011	Heide en duin	0.026201147550663
2011	Landbouw	0.867663625631219
2011	Moeras en water	0.0153656832183397
2011	Suburbaan	0.0161027232892924
2011	Urbaan	0.00636243286545718
2012	Bos	0.105072293078279
2012	Heide en duin	0.0456970217607093
2012	Landbouw	0.814142671646653
2012	Moeras en water	0.0148559971636923
2012	Suburbaan	0.00754477789700153
2012	Urbaan	0.0126872384536643
2013	Bos	0.0940227751672916
2013	Heide en duin	0.0286833171086507
2013	Landbouw	0.833846129396833
2013	Moeras en water	0.028961982500996
2013	Suburbaan	0.0144857958262281
2014	Bos	0.0670647871110558
2014	Heide en duin	0.0368162555451037
2014	Landbouw	0.864870235418387
2014	Moeras en water	0.0118808739235534
2014	Suburbaan	0.0193678480018997
