Year	Stratum	Weight
2007	Bos	0.398429589299015
2007	Heide en duin	0.284991678913236
2007	Landbouw	0.260187811990309
2007	Moeras en water	0.0128545025162217
2007	Urbaan	0.043536417281218
2008	Bos	0.42607500409443
2008	Heide en duin	0.164065886685103
2008	Landbouw	0.333257341843102
2008	Moeras en water	0.0153572207694532
2008	Suburbaan	0.0317108548897226
2008	Urbaan	0.0295336917181894
2009	Bos	0.252160056870816
2009	Heide en duin	0.267724573996003
2009	Landbouw	0.311007378741468
2009	Moeras en water	0.041574337821573
2009	Suburbaan	0.0275933952277698
2009	Urbaan	0.0999402573423701
2010	Bos	0.428533589742528
2010	Heide en duin	0.258216217957212
2010	Landbouw	0.238224219501576
2010	Moeras en water	0.0129285050196941
2010	Suburbaan	0.0245469511365769
2010	Urbaan	0.0375505166424122
2011	Bos	0.370832055015134
2011	Heide en duin	0.173859791910073
2011	Landbouw	0.371892753726444
2011	Moeras en water	0.0139036648979402
2011	Suburbaan	0.0349693844982604
2011	Urbaan	0.0345423499521486
2012	Bos	0.352881934300559
2012	Heide en duin	0.221986264616247
2012	Landbouw	0.305695018796194
2012	Moeras en water	0.03207432286688
2012	Suburbaan	0.0325785794869096
2012	Urbaan	0.0547838799332111
2013	Bos	0.454831560613097
2013	Heide en duin	0.261552126787901
2013	Landbouw	0.150938399139975
2013	Moeras en water	0.0406297183424163
2013	Suburbaan	0.0406431986736514
2013	Urbaan	0.0514049964429598
2014	Bos	0.342726861628133
2014	Heide en duin	0.188145228866203
2014	Landbouw	0.414358088838151
2014	Moeras en water	0.0151789590656425
2014	Suburbaan	0.0395908616018706
