Year	Stratum	Weight
2007	Bos	0.0860526496570279
2007	Heide en duin	0.0473953318596489
2007	Landbouw	0.747396833417876
2007	Moeras en water	0.0213775860042742
2007	Suburbaan	0.0187925964919639
2007	Urbaan	0.0789850025692093
2008	Bos	0.0931876557953348
2008	Heide en duin	0.035404712846776
2008	Landbouw	0.77309163929257
2008	Moeras en water	0.0248551665333671
2008	Suburbaan	0.0256614979699727
2008	Urbaan	0.047799327561979
2009	Bos	0.0804802155995234
2009	Heide en duin	0.0602466316149411
2009	Landbouw	0.734859861078262
2009	Moeras en water	0.0254679184160841
2009	Suburbaan	0.0289772025714361
2009	Urbaan	0.0699681707197529
2010	Bos	0.0901040398576432
2010	Heide en duin	0.0497684768218402
2010	Landbouw	0.734643649602505
2010	Moeras en water	0.0199346735849198
2010	Suburbaan	0.0302794767170513
2010	Urbaan	0.07526968341604
2011	Bos	0.0821438104501431
2011	Heide en duin	0.0350109622608235
2011	Landbouw	0.784559696338113
2011	Moeras en water	0.0241986711917206
2011	Suburbaan	0.0248983199464342
2011	Urbaan	0.0491885398127656
2012	Bos	0.112067892808365
2012	Heide en duin	0.0435429914025843
2012	Landbouw	0.719551307281089
2012	Moeras en water	0.0220200195060591
2012	Suburbaan	0.0383420697391137
2012	Urbaan	0.0644757192627882
2013	Bos	0.0787957987800144
2013	Heide en duin	0.0410060982235054
2013	Landbouw	0.749856064233701
2013	Moeras en water	0.0258778015170949
2013	Suburbaan	0.0258863873835571
2013	Urbaan	0.0785778498621276
2014	Bos	0.0896981599388161
2014	Heide en duin	0.0424493075572519
2014	Landbouw	0.772829423023294
2014	Moeras en water	0.0301371418759949
2014	Suburbaan	0.0285839558425716
2014	Urbaan	0.0363020117620719
