ObservationID	SubLocationID	Count
146062	5331	0
146062	5332	0
146062	5333	0
146062	5334	2
146062	5335	0
146062	5336	0
146063	6130	0
146063	6131	0
146063	6132	0
146063	6133	0
146063	6134	0
146063	6135	0
146069	2718	2
146069	2719	0
146069	2720	4
146069	2721	0
146069	2722	0
146069	2723	5
146070	2718	0
146070	2719	0
146070	2720	2
146070	2721	0
146070	2722	0
146070	2723	2
146072	3095	0
146072	3096	0
146072	3097	0
146072	3098	0
146072	3099	0
146072	3100	0
146074	3095	0
146074	3096	0
146074	3097	0
146074	3098	0
146074	3099	0
146074	3100	0
146076	3433	0
146076	3434	3
146076	3435	0
146076	3436	0
146077	3433	0
146077	3434	3
146077	3435	0
146077	3436	0
146083	6130	0
146083	6131	0
146083	6132	0
146083	6133	0
146083	6134	0
146083	6135	0
146203	6130	0
146203	6131	0
146203	6132	0
146203	6133	0
146203	6134	2
146203	6135	0
146294	3029	0
146294	3030	0
146294	3031	2
146294	3032	0
146294	3033	0
146294	3034	0
146295	3029	0
146295	3030	0
146295	3031	0
146295	3032	0
146295	3033	2
146295	3034	0
146303	6160	4
146303	6161	0
146303	6162	2
146303	6163	0
146303	6164	0
146303	6165	0
146304	6160	1
146304	6161	0
146304	6162	0
146304	6163	0
146304	6164	0
146304	6165	0
146316	4110	0
146316	4111	0
146316	4112	0
146316	4113	0
146316	4114	0
146316	4115	0
146323	4110	0
146323	4111	0
146323	4112	0
146323	4113	2
146323	4114	2
146323	4115	0
146350	6112	0
146350	6113	0
146350	6114	0
146350	6115	3
146350	6116	0
146350	6117	0
146351	4336	0
146351	4337	0
146351	4338	0
146351	4339	0
146351	4340	0
146351	4341	0
146352	4336	0
146352	4337	0
146352	4338	0
146352	4339	0
146352	4340	0
146352	4341	2
146354	7339	0
146354	7340	2
146354	7341	0
146354	7342	0
146354	7343	1
146354	7344	0
146358	3391	0
146358	3392	0
146358	3393	0
146358	3394	0
146358	3395	0
146358	3396	0
146371	7339	0
146371	7340	0
146371	7341	0
146371	7342	0
146371	7343	0
146371	7344	0
146379	2598	0
146379	2599	0
146379	2600	0
146379	2601	0
146379	2602	0
146379	2603	0
146380	2598	4
146380	2599	0
146380	2600	0
146380	2601	0
146380	2602	0
146380	2603	0
146382	5589	0
146382	5590	1
146382	5591	0
146382	5592	0
146382	5593	0
146382	5594	0
146383	5589	0
146383	5590	0
146383	5591	0
146383	5592	6
146383	5593	1
146383	5594	0
146385	5041	0
146385	5042	0
146385	5043	0
146385	5044	0
146385	5045	0
146388	5041	0
146388	5042	0
146388	5043	0
146388	5044	0
146388	5045	0
146395	4402	0
146395	4403	0
146395	4404	3
146395	4405	0
146395	4406	0
146395	4407	0
146396	4402	0
146396	4403	0
146396	4404	0
146396	4405	0
146396	4406	0
146396	4407	0
146424	5673	0
146424	5674	0
146424	5675	0
146424	5676	0
146424	5677	0
146424	5678	0
146425	5673	0
146425	5674	0
146425	5675	0
146425	5676	0
146425	5677	0
146425	5678	0
146450	2736	0
146450	2737	0
146450	2738	0
146450	2739	2
146450	2740	1
146450	2741	0
146452	2736	0
146452	2737	0
146452	2738	0
146452	2739	2
146452	2740	0
146452	2741	0
146462	4134	0
146462	4135	0
146462	4136	0
146462	4137	0
146462	4138	0
146462	4139	0
146463	4134	0
146463	4135	0
146463	4136	0
146463	4137	1
146463	4138	0
146463	4139	0
146498	2658	2
146498	2659	2
146498	2660	2
146498	2661	8
146498	2662	2
146498	2663	4
146518	3575	0
146518	3576	4
146518	3577	0
146518	3578	0
146518	3579	0
146518	3580	4
146519	3575	0
146519	3576	1
146519	3577	2
146519	3578	39
146519	3579	0
146519	3580	15
146534	3391	0
