Year	Stratum	Weight
2007	Bos	0.0985953418454197
2007	Landbouw	0.90140465815458
2008	Bos	0.0834710231156076
2008	Landbouw	0.805211326357506
2008	Moeras en water	0.111317650526886
2009	Heide en duin	1
2010	Bos	1
2011	Bos	0.111137006894964
2011	Heide en duin	0.16578908824661
2011	Landbouw	0.650153550717573
2011	Moeras en water	0.0729203541408528
2012	Heide en duin	0.754661329400611
2012	Moeras en water	0.245338670599389
2013	Bos	0.472452606635071
2013	Moeras en water	0.527547393364929
2014	Bos	0.0883531530819932
2014	Heide en duin	0.121257085953908
2014	Landbouw	0.712128670626385
2014	Moeras en water	0.0782610903377138
