Year	Stratum	Weight
2007	Bos	0.0840132544695958
2007	Heide en duin	0.0458896774912521
2007	Landbouw	0.715718741657278
2007	Moeras en water	0.0258730788662557
2007	Suburbaan	0.023351011656267
2007	Urbaan	0.105154235859352
2008	Bos	0.0928074665562802
2008	Heide en duin	0.0420719105003411
2008	Landbouw	0.716220987378209
2008	Moeras en water	0.0315047877801196
2008	Suburbaan	0.0394968782498881
2008	Urbaan	0.0778979695351613
2009	Bos	0.0738186604407709
2009	Heide en duin	0.0462988036525408
2009	Landbouw	0.75297448744024
2009	Moeras en water	0.0195717855517882
2009	Suburbaan	0.0334029416157958
2009	Urbaan	0.0739333212988647
2010	Bos	0.0881351664914139
2010	Heide en duin	0.0508229434500772
2010	Landbouw	0.711404961055623
2010	Moeras en water	0.0245688393156373
2010	Suburbaan	0.0333200660779452
2010	Urbaan	0.0917480236093037
2011	Bos	0.0833817192600601
2011	Heide en duin	0.0429693717489829
2011	Landbouw	0.744980121701219
2011	Moeras en water	0.0318308478958641
2011	Suburbaan	0.0375273747677387
2011	Urbaan	0.0593105646261357
2012	Bos	0.0839075805686286
2012	Heide en duin	0.0378958193067297
2012	Landbouw	0.763219458752012
2012	Moeras en water	0.018479766156904
2012	Suburbaan	0.0333694149133089
2012	Urbaan	0.0631279603024165
2013	Bos	0.0782538711509143
2013	Heide en duin	0.044438769750536
2013	Landbouw	0.736957686359257
2013	Moeras en water	0.0283392651738938
2013	Suburbaan	0.0283486677170835
2013	Urbaan	0.0836617398483158
2014	Bos	0.0833725808551761
2014	Heide en duin	0.0464838074724872
2014	Landbouw	0.734983737316234
2014	Moeras en water	0.0276935323799655
2014	Suburbaan	0.0361161395514879
2014	Urbaan	0.0713502024246491
