Year	Stratum	Weight
2007	Bos	0.0394104595524449
2007	Heide en duin	0.0739982421177087
2007	Landbouw	0.855733460574359
2007	Moeras en water	0.0222511897686589
2007	Suburbaan	0.00860664798682898
2008	Bos	0.0142973034392516
2008	Heide en duin	0.0212186064920939
2008	Landbouw	0.930962196133004
2008	Moeras en water	0.0286005041328504
2008	Suburbaan	0.00492138980280056
2009	Bos	0.0231524752937322
2009	Heide en duin	0.0835772907510334
2009	Landbouw	0.873802443972232
2009	Moeras en water	0.0194677899830023
2010	Bos	0.031475243631046
2010	Heide en duin	0.0715275968677757
2010	Landbouw	0.866114567426512
2010	Moeras en water	0.0223830076996009
2010	Suburbaan	0.00849958437506527
2011	Bos	0.0121053436181018
2011	Heide en duin	0.0225727453148638
2011	Landbouw	0.92061429964769
2011	Moeras en water	0.0397134117739452
2011	Suburbaan	0.00499419964539915
2012	Bos	0.0326407322651648
2012	Heide en duin	0.0558959248206706
2012	Landbouw	0.890695757541692
2012	Moeras en water	0.0207675853724722
2013	Bos	0.0458851430066358
2013	Heide en duin	0.0724900449608152
2013	Landbouw	0.81574508205945
2013	Moeras en water	0.0512360123478485
2013	Suburbaan	0.0146437176252501
2014	Bos	0.00875184801404375
2014	Heide en duin	0.0420390492536653
2014	Landbouw	0.917021541016848
2014	Moeras en water	0.0271326150176766
2014	Suburbaan	0.00505494669776665
