Year	Stratum	Weight
2007	Bos	0.0538191147729922
2007	Heide en duin	0.0307969092431401
2007	Landbouw	0.808350574653768
2007	Moeras en water	0.0196787678466787
2007	Suburbaan	0.0246259205191692
2007	Urbaan	0.0627287129642518
2008	Bos	0.0597444194542169
2008	Heide en duin	0.0259179300765949
2008	Landbouw	0.820162408607889
2008	Moeras en water	0.0199189136466109
2008	Suburbaan	0.0300566950134493
2008	Urbaan	0.0441996332012388
2009	Bos	0.0564755728054693
2009	Heide en duin	0.0323601819237841
2009	Landbouw	0.805874750187561
2009	Moeras en water	0.0197864838891955
2009	Suburbaan	0.0379384221854127
2009	Urbaan	0.0475645890085771
2010	Bos	0.0593932318109326
2010	Heide en duin	0.0356760126449547
2010	Landbouw	0.805821882930084
2010	Moeras en water	0.0197102930874412
2010	Suburbaan	0.0257285336077531
2010	Urbaan	0.0536700459188338
2011	Bos	0.0566581057706164
2011	Heide en duin	0.0266081364626014
2011	Landbouw	0.822489441963296
2011	Moeras en water	0.0220296877836652
2011	Suburbaan	0.0311666099066609
2011	Urbaan	0.0410480181131599
2012	Bos	0.0683643972964265
2012	Heide en duin	0.0290477528813684
2012	Landbouw	0.801845522837726
2012	Moeras en water	0.0154527675789646
2012	Suburbaan	0.0383672870489508
2012	Urbaan	0.046922272356564
2013	Bos	0.0568588300537893
2013	Heide en duin	0.0331858800421999
2013	Landbouw	0.812411876367648
2013	Moeras en water	0.0246903181567604
2013	Suburbaan	0.0282268686103451
2013	Urbaan	0.0446262267692576
2014	Bos	0.0546271182402121
2014	Heide en duin	0.0314394560372478
2014	Landbouw	0.823779553677368
2014	Moeras en water	0.0202914830893669
2014	Suburbaan	0.0284984632421129
2014	Urbaan	0.0413639257136928
