Year	Stratum	Weight
2007	Landbouw	0.440242661579946
2007	Moeras en water	0.391501071627021
2007	Suburbaan	0.168256266793033
2008	Heide en duin	0.0997762811058692
2008	Moeras en water	0.784514430308486
2008	Suburbaan	0.115709288585645
2009	Bos	0.234648334448678
2009	Moeras en water	0.32884061257335
2009	Suburbaan	0.436511052977971
2010	Heide en duin	0.0780426526071191
2010	Moeras en water	0.625196873512307
2010	Suburbaan	0.296760473880574
2011	Heide en duin	0.121007089391972
2011	Moeras en water	0.745129360893003
2011	Suburbaan	0.133863549715025
2012	Bos	0.090495076839134
2012	Landbouw	0.823139019106799
2012	Moeras en water	0.0863659040540673
2013	Heide en duin	0.12393605978825
2013	Moeras en water	0.625700643554079
2013	Suburbaan	0.250363296657671
2014	Heide en duin	0.197286077204288
2014	Moeras en water	0.636656546254415
2014	Suburbaan	0.166057376541297
