Year	Stratum	Weight
2007	Bos	0.301456790995059
2007	Heide en duin	0.365433147541432
2007	Landbouw	0.290111448471246
2007	Moeras en water	0.0429986129922632
2008	Bos	0.171946030630246
2008	Heide en duin	0.153110906989816
2008	Landbouw	0.663477629567
2008	Moeras en water	0.0114654328129375
2009	Bos	0.252798690126407
2009	Heide en duin	0.474061782278653
2009	Landbouw	0.240932539940132
2009	Moeras en water	0.032206987654808
2010	Bos	0.361977247107626
2010	Heide en duin	0.428434640535819
2010	Landbouw	0.158105495706696
2010	Moeras en water	0.0514826166498592
2011	Bos	0.145678234111419
2011	Heide en duin	0.162987079768585
2011	Landbouw	0.681776296238164
2011	Moeras en water	0.0095583898818316
2012	Bos	0.270534232300376
2012	Heide en duin	0.297822121857504
2012	Landbouw	0.410127803612263
2012	Moeras en water	0.0215158422298569
2013	Bos	0.352888011689077
2013	Heide en duin	0.390248483716005
2013	Landbouw	0.182981034122554
2013	Moeras en water	0.0738824704723643
2014	Bos	0.142175872659081
2014	Heide en duin	0.178863784626856
2014	Landbouw	0.668465679699896
2014	Moeras en water	0.0104946630141671
