Year	Stratum	Weight
2007	Bos	0.00737750213887431
2007	Landbouw	0.978004261675131
2007	Moeras en water	0.00333227680113353
2007	Urbaan	0.011285959384861
2008	Bos	0.00542636748706284
2008	Landbouw	0.994573632512937
2009	Bos	0.0110974007052765
2009	Landbouw	0.988902599294724
2010	Bos	0.00410895759935256
2010	Landbouw	0.979918587888731
2010	Moeras en water	0.00409080745891655
2010	Urbaan	0.0118816470530004
2011	Bos	0.00531347953118443
2011	Landbouw	0.994686520468816
2012	Bos	0.00989555347246463
2012	Landbouw	0.990104446527535
2013	Bos	0.00585240551680211
2013	Landbouw	0.97107676370714
2013	Moeras en water	0.00653488039211571
2013	Urbaan	0.0165359503839424
2014	Bos	0.0102332875906685
2014	Landbouw	0.989766712409332
