Cycle	Stratum	Weight
0	Bos	0.261181202070959
0	Heide en duin	0.052640095962945
0	Landbouw	0.565320497997522
0	Moeras en water	0.033272148139727
0	Suburbaan	0.059538711516182
0	Urbaan	0.0280473443126649
1	Bos	0.283643346241211
1	Heide en duin	0.0551051361668411
1	Landbouw	0.555640971257156
1	Moeras en water	0.0266272699308513
1	Suburbaan	0.0613485388642032
1	Urbaan	0.0176347375397378
2	Bos	0.241402677676714
2	Heide en duin	0.051075490991666
2	Landbouw	0.606455609819473
2	Moeras en water	0.031403771388967
2	Suburbaan	0.0424174680630955
2	Urbaan	0.027244982060084
