Year	Stratum	Weight
2007	Bos	0.0340938968386648
2007	Landbouw	0.935106979187633
2007	Moeras en water	0.0307991239737025
2008	Bos	0.0698974892865233
2008	Landbouw	0.899030553066061
2008	Moeras en water	0.0310719576474161
2009	Landbouw	0.868301761093732
2009	Moeras en water	0.0386904761904762
2009	Urbaan	0.0930077627157919
2010	Bos	0.0338834771457926
2010	Landbouw	0.932382716240122
2010	Moeras en water	0.0337338066140856
2011	Bos	0.0929230334470438
2011	Landbouw	0.724801957834994
2011	Moeras en water	0.0812928198099937
2011	Urbaan	0.100982188907968
2012	Bos	0.0240394013002683
2012	Landbouw	0.874645114292471
2012	Moeras en water	0.0229425146509004
2012	Urbaan	0.0783729697563607
2013	Bos	0.0534490847337437
2013	Landbouw	0.886868896513405
2013	Moeras en water	0.0596820187528511
2014	Bos	0.0343733537665821
2014	Landbouw	0.831150328049423
2014	Urbaan	0.134476318183995
