Year	Stratum	Weight
2007	Bos	0.0431523940695872
2007	Heide en duin	0.0255349021723813
2007	Landbouw	0.824904071002164
2007	Moeras en water	0.0168332332316685
2007	Suburbaan	0.0205610833319727
2007	Urbaan	0.0690143161922266
2008	Bos	0.0540647101272027
2008	Heide en duin	0.0268430423461885
2008	Landbouw	0.815499650061225
2008	Moeras en water	0.0183530192359932
2008	Suburbaan	0.0297760779007778
2008	Urbaan	0.0554635003286129
2009	Bos	0.0412030380721375
2009	Heide en duin	0.0307539675580177
2009	Landbouw	0.829816045020056
2009	Moeras en water	0.0151954517399741
2009	Suburbaan	0.028239138781003
2009	Urbaan	0.0547923588288118
2010	Bos	0.0487799540978982
2010	Heide en duin	0.0310387306670576
2010	Landbouw	0.823273617636439
2010	Moeras en water	0.0165119241031469
2010	Suburbaan	0.0239740476597758
2010	Urbaan	0.0564217258356826
2011	Bos	0.0499371280392328
2011	Heide en duin	0.0270886969600854
2011	Landbouw	0.817972749495434
2011	Moeras en water	0.0202548887501521
2011	Suburbaan	0.0314650869463504
2011	Urbaan	0.0532814498087454
2012	Bos	0.0499341982331608
2012	Heide en duin	0.0219883579901877
2012	Landbouw	0.828913448225845
2012	Moeras en water	0.0107225472695032
2012	Suburbaan	0.0314632408929947
2012	Urbaan	0.0569782073883089
2013	Bos	0.045310145163732
2013	Heide en duin	0.0284391979270687
2013	Landbouw	0.822939491635843
2013	Moeras en water	0.0191436610948487
2013	Suburbaan	0.0218857287708669
2013	Urbaan	0.0622817754076411
2014	Bos	0.0461439861345706
2014	Heide en duin	0.0277062813299383
2014	Landbouw	0.825201287163336
2014	Moeras en water	0.0178820377302209
2014	Suburbaan	0.0266521299225537
2014	Urbaan	0.056414277719381
