Year	Stratum	Weight
2007	Landbouw	0.927865208869673
2007	Moeras en water	0.0366727267380964
2007	Suburbaan	0.0354620643922303
2008	Landbouw	0.963666318411958
2008	Moeras en water	0.0363336815880415
2009	Landbouw	0.967661626300021
2009	Moeras en water	0.0323383736999788
2010	Landbouw	0.949513901488165
2010	Moeras en water	0.0309182549129802
2010	Suburbaan	0.0195678435988548
2011	Landbouw	0.946898560872229
2011	Moeras en water	0.053101439127771
2012	Landbouw	0.970894625798511
2012	Moeras en water	0.0291053742014886
2013	Landbouw	0.922398467208954
2013	Moeras en water	0.0465547412086408
2013	Suburbaan	0.0310467915824048
2014	Landbouw	0.964662049199905
2014	Moeras en water	0.0353379508000955
