ObservationID	Count
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	1
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
224	0
226	0
227	0
228	0
230	0
232	0
233	0
234	1
236	0
238	0
239	0
240	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	0
1549	0
1550	0
1551	0
1552	0
1553	0
1681	0
1682	0
1683	0
1684	0
1685	0
1686	0
1975	0
1976	0
1977	0
1978	1
1979	0
1980	1
3841	0
3842	0
3843	0
3844	0
3845	0
3846	0
3847	0
3848	0
3849	0
3850	0
3851	0
3852	0
3853	1
3854	0
3855	2
3856	0
3857	1
3858	0
3949	0
3950	0
3951	1
3952	1
3953	0
3954	0
3955	0
3956	0
3957	0
3958	0
3959	0
3960	0
3961	0
3962	0
3963	0
3964	0
3965	0
3966	0
4039	1
4040	0
4041	1
4042	2
4043	0
4044	0
4045	0
4046	0
4047	0
4048	0
4049	0
4050	0
4051	0
4052	0
4053	0
4054	0
4055	0
4056	0
4771	0
4772	0
4773	0
4774	0
4775	0
4776	0
4777	0
4778	0
4779	1
4780	0
4781	0
4782	0
4783	0
4784	0
4785	0
4786	0
4787	0
4788	0
5071	0
5072	0
5073	0
5074	0
5075	0
5076	0
5407	0
5408	0
5409	0
5410	3
5411	0
5412	0
5989	0
5990	0
5991	1
5992	1
5993	1
5994	1
7711	0
7712	0
7713	0
7714	0
7715	0
7716	0
7717	0
7718	0
7719	0
7720	0
7721	0
7722	2
7723	1
7724	0
7725	0
7726	1
7727	1
7728	1
8569	0
8570	0
8571	0
8572	1
8573	0
8574	0
8647	0
8648	1
8649	0
8650	0
8651	0
8652	0
8653	0
8654	1
8655	0
8656	0
8657	0
8658	0
12229	0
12230	0
12231	0
12232	0
12233	0
12234	0
12235	1
12236	1
12237	0
12238	0
12239	0
12240	0
12643	0
12644	0
12645	0
12646	0
12647	0
12648	0
13861	0
13863	0
13864	0
13865	0
13866	0
13867	0
13869	1
13870	1
13871	0
16549	0
16550	0
16551	0
16552	0
16553	0
16554	2
16555	0
16556	0
16557	0
16558	0
16559	0
16560	0
16561	1
16562	0
16563	0
16564	1
16565	1
16566	1
16567	0
16568	0
16569	0
16570	0
16571	0
16572	0
16573	1
16574	1
16575	0
16576	0
16577	0
16578	0
16579	0
16580	0
16581	0
16582	0
16583	0
16584	0
16867	0
16868	0
16869	0
16870	0
16871	0
16872	0
16957	0
16959	0
16960	0
16961	0
16962	0
16963	0
16965	1
16966	1
16967	0
17131	0
17132	0
17133	0
17134	0
17135	0
17136	0
17137	0
17138	0
17139	0
17140	3
17141	0
17142	0
17155	0
17156	0
17157	1
17158	1
17159	1
17160	1
19627	0
19628	0
19629	0
19630	1
19631	0
19632	0
19633	0
19634	1
19635	0
19636	0
19637	0
19638	0
19639	0
19640	1
19641	0
19642	0
19643	0
19644	0
23191	0
23192	0
23193	1
23194	0
23195	1
23196	0
23197	0
23198	0
23199	1
23200	0
23201	1
23202	0
23575	0
23576	0
23577	0
23578	0
23579	0
23580	0
23977	0
23978	0
23979	1
23980	0
23981	1
23982	0
24373	0
24374	0
24375	0
24376	0
24377	0
24378	0
24811	0
24812	0
24813	1
24814	0
24815	0
24816	0
25118	0
25120	0
25121	0
25122	0
25124	0
25126	0
25127	0
25128	0
25130	0
25132	0
25133	0
25134	1
25807	0
25808	0
25809	0
25810	0
25811	0
25812	0
26665	0
26666	0
26667	0
26668	0
26669	0
26670	0
26671	0
26672	0
26673	1
26674	0
26675	1
26676	0
26677	0
26678	0
26679	0
26680	0
26681	0
26682	0
27073	0
27074	0
27075	0
27076	1
27077	0
27078	0
27079	0
27080	0
27081	0
27082	0
27083	0
27084	0
27085	0
27086	0
27087	0
27088	1
27089	0
27090	0
27908	0
27910	0
27911	0
27912	0
27914	0
27916	0
27917	0
27918	0
27920	0
27922	0
27923	0
27924	1
27925	0
27926	0
27927	0
27928	0
27929	0
27930	0
27931	0
27932	0
27933	0
27934	1
27935	0
27936	0
27937	0
27938	0
27939	0
27940	1
27941	0
27942	0
29011	0
29012	0
29013	2
29014	0
29015	0
29016	0
29029	0
29030	0
29031	1
29032	1
29033	0
29034	0
29965	0
29966	0
29967	0
29968	0
29969	0
29970	0
29971	0
29972	0
29973	1
29974	0
29975	1
29976	0
29977	0
29978	0
29979	0
29980	0
29981	0
29982	0
30061	0
30062	0
30063	0
30064	0
30065	0
30066	0
30265	0
30266	0
30267	0
30268	0
30269	0
30270	0
30271	1
30272	0
30273	0
30274	0
30275	0
30276	0
30463	0
30464	1
30465	0
30466	1
30467	1
30468	1
30949	0
30950	0
30951	0
30952	2
30953	0
30954	1
31141	0
31142	0
31143	0
31144	0
31145	0
31146	0
31147	0
31148	0
31149	0
31150	0
31151	0
31152	0
31153	0
31154	0
31155	0
31156	2
31157	0
31158	2
32521	0
32522	0
32523	1
32524	0
32525	1
32526	0
32533	0
32534	0
32535	1
32536	0
32537	1
32538	0
32539	0
32540	0
32541	0
32542	0
32543	0
32544	0
32545	0
32546	0
32547	1
32548	0
32549	1
32550	0
32551	0
32552	0
32553	0
32554	0
32555	0
32556	0
33583	0
33584	0
33585	0
33586	0
33587	0
33588	0
33679	0
33680	1
33681	0
33682	0
33683	0
33684	0
33685	1
33686	1
33687	0
33688	1
33689	0
33690	0
36109	1
36110	1
36111	0
36112	0
36113	1
36115	0
36116	1
36117	0
36118	0
36119	0
36349	0
36350	0
36351	0
36352	1
36353	0
36354	0
36361	0
36362	0
36363	0
36364	0
36365	0
36366	0
37285	0
37286	0
37287	0
37288	0
37289	0
37290	0
37291	0
37292	1
37293	0
37294	0
37295	0
37296	0
37297	1
37298	1
37299	0
37300	1
37301	0
37302	0
37706	0
37708	0
37709	0
37710	0
37723	0
37724	0
37725	0
37726	0
37727	0
37728	0
37741	0
37742	0
37743	0
37744	0
37745	0
37746	0
38173	0
38174	0
38175	1
38176	0
38177	1
38178	0
38221	0
38222	0
38223	0
38224	0
38225	1
38226	1
38480	0
38482	0
38483	0
38484	0
38647	0
38648	0
38649	0
38650	0
38651	0
38652	0
38917	0
38918	0
38919	0
38920	0
38921	0
38922	1
39433	0
39434	0
39435	0
39436	0
39437	0
39438	0
39463	0
39464	0
39465	0
39466	0
39467	0
39468	0
40022	0
40024	0
40025	0
40026	0
40549	0
40550	0
40551	0
40552	0
40553	0
40554	0
40555	0
40556	0
40557	0
40558	0
40559	0
40560	0
40561	0
40562	0
40563	0
40564	0
40565	0
40566	0
40567	0
40568	0
40569	0
40570	0
40571	0
40572	0
40573	0
40574	0
40575	0
40576	0
40577	0
40578	0
40579	0
40580	0
40581	0
40582	0
40583	0
40584	0
41383	0
41384	0
41385	0
41386	0
41387	0
41388	0
41767	0
41768	0
41769	0
41770	0
41771	0
41772	0
41797	0
41798	0
41799	0
41800	1
41801	0
41802	0
41821	0
41822	0
41823	0
41824	0
41825	0
