Year	Stratum	Weight
2007	Bos	0.361091972001877
2007	Heide en duin	0.60266395096117
2007	Moeras en water	0.0362440770369532
2008	Bos	0.340896453012735
2008	Heide en duin	0.283317390876304
2008	Landbouw	0.328849072211298
2008	Suburbaan	0.0469370838996636
2009	Bos	0.0875114284834463
2009	Heide en duin	0.30086130397179
2009	Landbouw	0.611627267544764
2010	Bos	0.270477803491305
2010	Heide en duin	0.403371751709431
2010	Landbouw	0.248094204358834
2010	Moeras en water	0.0269283045453654
2010	Suburbaan	0.0511279358950648
2011	Bos	0.319615805404304
2011	Heide en duin	0.264882330815661
2011	Landbouw	0.415501863780036
2012	Bos	0.129037083997822
2012	Heide en duin	0.284105252246726
2012	Landbouw	0.586857663755453
2013	Bos	0.277118309927431
2013	Heide en duin	0.350236567739574
2013	Landbouw	0.32844022220037
2013	Moeras en water	0.0442049001326247
2014	Bos	0.300500010965153
2014	Heide en duin	0.353494594179697
2014	Landbouw	0.34600539485515
