Year	Stratum	Weight
2007	Bos	0.0246964808184256
2007	Heide en duin	0.0329748205087025
2007	Landbouw	0.451573521285748
2007	Moeras en water	0.0446197146685943
2007	Suburbaan	0.0431467015267479
2007	Urbaan	0.402988761191782
2008	Heide en duin	0.0219971152979273
2008	Landbouw	0.446814406121702
2008	Moeras en water	0.0617705294037933
2008	Suburbaan	0.0892842153312575
2008	Urbaan	0.38013373384532
2009	Landbouw	0.410170868081788
2009	Moeras en water	0.0731068709825281
2009	Suburbaan	0.121304805475441
2009	Urbaan	0.395417455460243
2010	Bos	0.0308306336087575
2010	Heide en duin	0.0306524393118417
2010	Landbouw	0.471320345965057
2010	Moeras en water	0.0511574135614109
2010	Urbaan	0.416039167552933
2011	Heide en duin	0.0378416730734628
2011	Landbouw	0.494662593580118
2011	Moeras en water	0.0665768352062988
2011	Suburbaan	0.0976784224559567
2011	Urbaan	0.303240475684164
2012	Heide en duin	0.0164033682480703
2012	Landbouw	0.609900595817265
2012	Moeras en water	0.0319961847987904
2012	Suburbaan	0.0866645679221588
2012	Urbaan	0.255035283213716
2013	Bos	0.0195373999976496
2013	Heide en duin	0.0216058366175204
2013	Landbouw	0.567314609973209
2013	Moeras en water	0.0327236138518626
2013	Urbaan	0.358818539559758
2014	Heide en duin	0.0433974136252426
2014	Landbouw	0.509735859648066
2014	Moeras en water	0.0280093231783522
2014	Suburbaan	0.109583921340123
2014	Urbaan	0.309273482208216
