Year	Stratum	Weight
2007	Bos	0.467936293146282
2007	Heide en duin	0.21867651453291
2007	Landbouw	0.285206140889803
2007	Moeras en water	0.0281810514310055
2008	Bos	0.422592875646187
2008	Heide en duin	0.167245186670775
2008	Landbouw	0.339715266056077
2008	Moeras en water	0.0704466716269619
2009	Bos	0.32628680283761
2009	Heide en duin	0.350550903292444
2009	Landbouw	0.285056919298881
2009	Moeras en water	0.0381053745710644
2010	Bos	0.378238327570028
2010	Heide en duin	0.14101957238838
2010	Landbouw	0.433671153996925
2010	Moeras en water	0.047070946044667
2011	Bos	0.361731060169726
2011	Heide en duin	0.187691756661953
2011	Landbouw	0.368023201420441
2011	Moeras en water	0.0825539817478801
2012	Bos	0.606672439724716
2012	Heide en duin	0.296829099527245
2012	Moeras en water	0.0964984607480392
2013	Bos	0.464266372470205
2013	Heide en duin	0.128354635107625
2013	Landbouw	0.320977904713765
2013	Moeras en water	0.0864010877084049
2014	Bos	0.365850148119749
2014	Heide en duin	0.143456511282424
2014	Landbouw	0.421251648382364
2014	Moeras en water	0.0694416922154634
