Year	Stratum	Weight
2007	Bos	0.0811247219555849
2007	Landbouw	0.865293441276972
2007	Moeras en water	0.0122141624578032
2007	Urbaan	0.04136767430964
2008	Bos	0.0693938414588664
2008	Heide en duin	0.0164779672882708
2008	Landbouw	0.803297312573925
2008	Moeras en water	0.0370176816044888
2008	Suburbaan	0.0382185796289653
2008	Urbaan	0.0355946174454841
2009	Bos	0.058701089082512
2009	Landbouw	0.820537096460037
2009	Moeras en water	0.0548432107646546
2009	Urbaan	0.0659186036927965
2010	Bos	0.104608604019907
2010	Heide en duin	0.0148577127490769
2010	Landbouw	0.822442614463656
2010	Moeras en water	0.0148780750781071
2010	Urbaan	0.0432129936892531
2011	Bos	0.0993623052433761
2011	Heide en duin	0.0592896514045932
2011	Landbouw	0.697525593315847
2011	Moeras en water	0.0782335391858765
2011	Suburbaan	0.0655889108503073
2012	Bos	0.0404952483415766
2012	Landbouw	0.920857248887291
2012	Moeras en water	0.038647502771132
2013	Bos	0.098641507594875
2013	Heide en duin	0.0181807908341366
2013	Landbouw	0.818368410112886
2013	Moeras en water	0.0183574216328602
2013	Urbaan	0.0464518698252424
2014	Bos	0.0650435882379511
2014	Heide en duin	0.0446333588253527
2014	Landbouw	0.786379473888333
2014	Moeras en water	0.028807020221765
2014	Suburbaan	0.0751365588265987
