Year	Stratum	Weight
2007	Bos	0.077902710475661
2007	Heide en duin	0.0780119619257588
2007	Landbouw	0.356111479463827
2007	Moeras en water	0.351871663304021
2007	Suburbaan	0.136102184830732
2008	Heide en duin	0.134183509063648
2008	Landbouw	0.363412045028465
2008	Moeras en water	0.502404445907886
2009	Bos	0.0303450287239159
2009	Heide en duin	0.0782438797065151
2009	Landbouw	0.636254509506271
2009	Moeras en water	0.255156582063298
2010	Bos	0.0293501214801444
2010	Heide en duin	0.116721936873819
2010	Landbouw	0.538424591035667
2010	Moeras en water	0.204543330218351
2010	Suburbaan	0.110960020392019
2011	Heide en duin	0.236659545884996
2011	Moeras en water	0.763340454115004
2012	Bos	0.0378989472260287
2012	Heide en duin	0.0556289175583972
2012	Landbouw	0.689454130201324
2012	Moeras en water	0.21701800501425
2013	Heide en duin	0.110732259723103
2013	Landbouw	0.553818857890708
2013	Moeras en water	0.260885451215859
2013	Suburbaan	0.0745634311703304
2014	Heide en duin	0.317321108232011
2014	Moeras en water	0.682678891767989
