Year	Stratum	Weight
2007	Landbouw	0.931005890671577
2007	Moeras en water	0.0689941093284227
2008	Landbouw	0.96659297519412
2008	Moeras en water	0.0334070248058797
2009	Landbouw	0.957341998530962
2009	Moeras en water	0.0426580014690384
2010	Landbouw	0.924722517308326
2010	Moeras en water	0.0752774826916737
2011	Landbouw	0.93042951217115
2011	Moeras en water	0.0695704878288504
2012	Landbouw	0.934624498124136
2012	Moeras en water	0.0653755018758639
2013	Landbouw	0.967447707083017
2013	Moeras en water	0.0325522929169828
2014	Landbouw	0.957892060697359
2014	Moeras en water	0.0421079393026406
