Year	Stratum	Weight
2007	Bos	0.0760648650416528
2007	Heide en duin	0.228514617243183
2007	Landbouw	0.695420517715164
2008	Bos	0.420720984759672
2008	Suburbaan	0.579279015240328
2009	Bos	0.349616408329419
2009	Suburbaan	0.650383591670581
2010	Bos	0.0760161287854899
2010	Heide en duin	0.226730316725295
2010	Landbouw	0.697253554489215
2011	Bos	0.377323420074349
2011	Suburbaan	0.622676579925651
2012	Bos	1
2013	Bos	0.0728869752364259
2013	Heide en duin	0.322414257514905
2013	Landbouw	0.604698767248669
2014	Bos	0.464
2014	Suburbaan	0.536
