Year	Stratum	Weight
2007	Bos	0.0143967843285249
2007	Heide en duin	0.00926805503968979
2007	Landbouw	0.864945396015287
2007	Moeras en water	0.0120765403449455
2007	Suburbaan	0.0269489128952149
2007	Urbaan	0.0723643113763383
2008	Bos	0.0182312819230749
2008	Heide en duin	0.0108228072130055
2008	Landbouw	0.846373559942737
2008	Moeras en water	0.0212742155273366
2008	Suburbaan	0.0360843330103632
2008	Urbaan	0.0672138023834825
2009	Bos	0.0131142670590679
2009	Heide en duin	0.0169074009378035
2009	Landbouw	0.852410984891847
2009	Moeras en water	0.0147028654545088
2009	Suburbaan	0.0365942669256838
2009	Urbaan	0.066270214731089
2010	Bos	0.0162343629665891
2010	Heide en duin	0.00968431914662495
2010	Landbouw	0.863670793188318
2010	Moeras en water	0.0150851421740839
2010	Suburbaan	0.0327333613169595
2010	Urbaan	0.0625920212074242
2011	Bos	0.0151441737732785
2011	Heide en duin	0.00968202157062244
2011	Landbouw	0.84796824590441
2011	Moeras en water	0.0227121161131817
2011	Suburbaan	0.0374874252269577
2011	Urbaan	0.06700601741155
2012	Bos	0.0179778246784254
2012	Heide en duin	0.00879608362162803
2012	Landbouw	0.858508659408496
2012	Moeras en water	0.00857875994755933
2012	Suburbaan	0.0377590675064108
2012	Urbaan	0.0683796048374802
2013	Bos	0.0121267467532385
2013	Heide en duin	0.0104304767243467
2013	Landbouw	0.860759212350958
2013	Moeras en water	0.0180545337241527
2013	Suburbaan	0.0301008732461405
2013	Urbaan	0.0685281572011636
2014	Bos	0.0187927746816598
2014	Heide en duin	0.00937871388501642
2014	Landbouw	0.85374137501326
2014	Moeras en water	0.0196727655023723
2014	Suburbaan	0.0315765743867387
2014	Urbaan	0.066837796530953
