Cycle	Stratum	Weight
0	Bos	0.00640350635376871
0	Heide en duin	0.0345484440064383
0	Landbouw	0.746472772431193
0	Moeras en water	0.0212910596533436
0	Suburbaan	0.0317493341390413
0	Urbaan	0.159534883416215
1	Bos	0.00643439131264075
1	Heide en duin	0.0313345552466532
1	Landbouw	0.789888380751253
1	Moeras en water	0.0189264041148008
1	Suburbaan	0.0218029719421436
1	Urbaan	0.131613296632509
2	Heide en duin	0.0103667272573119
2	Landbouw	0.868881328669461
2	Moeras en water	0.00910569060254961
2	Suburbaan	0.0286980646240939
2	Urbaan	0.0829481888465833
