ObservationID	Count
2627	60
2633	80
2945	23
3530	21
3531	3
3984	23
4787	10
9503	14
9563	26
16725	6
16924	6
16936	2
17563	2
17894	6
17896	1
17900	4
17901	2
17902	11
18623	3
18641	47
25809	2
26738	2
26739	5
27479	15
27515	12
27521	20
30479	2
30480	15
32417	150
32446	2
32448	4
33573	4
36161	20
39965	30
39977	12
40670	10
40672	15
40676	10
40678	2
43697	40
46180	5
46191	15
46192	15
