Year	Stratum	Weight
2007	Landbouw	0.71840334749056
2007	Moeras en water	0.21295503968472
2007	Suburbaan	0.0686416128247199
2008	Landbouw	0.743153921717493
2008	Moeras en water	0.256846078282507
2009	Heide en duin	0.178273805565865
2009	Landbouw	0.724833131636501
2009	Moeras en water	0.0968930627976338
2010	Landbouw	0.824120281346098
2010	Moeras en water	0.119267394015122
2010	Suburbaan	0.0566123246387796
2011	Heide en duin	0.0437751439401256
2011	Landbouw	0.686669202824991
2011	Moeras en water	0.269555653234883
2012	Heide en duin	0.117684511522836
2012	Landbouw	0.729279627317652
2012	Moeras en water	0.153035861159512
2013	Landbouw	0.748211410329092
2013	Moeras en water	0.15105310694031
2013	Suburbaan	0.100735482730598
2014	Heide en duin	0.0579251180663597
2014	Landbouw	0.680374874589236
2014	Moeras en water	0.261700007344405
