Year	Stratum	Weight
2007	Bos	0.140506385310416
2007	Heide en duin	0.0643215692378208
2007	Landbouw	0.623936423488387
2007	Moeras en water	0.0326386545341888
2007	Suburbaan	0.028054371050621
2007	Urbaan	0.110542596378566
2008	Bos	0.137268390957501
2008	Heide en duin	0.0531442988333113
2008	Landbouw	0.690872794919912
2008	Moeras en water	0.0358165306233916
2008	Suburbaan	0.0369784618682705
2008	Urbaan	0.0459195227976135
2009	Bos	0.153342248389775
2009	Heide en duin	0.117152314602457
2009	Landbouw	0.595403505875615
2009	Moeras en water	0.023877414028172
2009	Suburbaan	0.0528257699997617
2009	Urbaan	0.0573987471042187
2010	Bos	0.154095345914953
2010	Heide en duin	0.0685389485974481
2010	Landbouw	0.632324246101044
2010	Moeras en water	0.0322978260985368
2010	Suburbaan	0.0306614398900236
2010	Urbaan	0.0820821933979952
2011	Bos	0.120553466117844
2011	Heide en duin	0.0547327352526421
2011	Landbouw	0.705240011744265
2011	Moeras en water	0.0378298503747274
2011	Suburbaan	0.0389236132303812
2011	Urbaan	0.0427203232801409
2012	Bos	0.207481943993512
2012	Heide en duin	0.0761366528760998
2012	Landbouw	0.539213180986583
2012	Moeras en water	0.0282878303499141
2012	Suburbaan	0.100563951634184
2012	Urbaan	0.0483164401597073
2013	Bos	0.159188178303099
2013	Heide en duin	0.0567875900592187
2013	Landbouw	0.596439380267081
2013	Moeras en water	0.0516053657603473
2013	Suburbaan	0.0344149917645315
2013	Urbaan	0.101564493845723
2014	Bos	0.132209906443417
2014	Heide en duin	0.0739227292987583
2014	Landbouw	0.710410148628694
2014	Moeras en water	0.0303614224806601
2014	Suburbaan	0.0339389415008004
2014	Urbaan	0.0191568516476702
