Year	Stratum	Weight
2007	Bos	0.00666041127929329
2007	Heide en duin	0.00666975189897222
2007	Landbouw	0.962102926082762
2007	Moeras en water	0.00361005666810425
2007	Suburbaan	0.00465450571076746
2007	Urbaan	0.016302348360101
2008	Bos	0.00555165042315207
2008	Heide en duin	0.00659135682255319
2008	Landbouw	0.963981623912135
2008	Moeras en water	0.00555279537662987
2008	Suburbaan	0.00764391296507145
2008	Urbaan	0.010678660500458
2009	Bos	0.00581009877950922
2009	Heide en duin	0.00499373031985961
2009	Landbouw	0.954274775341965
2009	Moeras en water	0.0081423822856214
2009	Suburbaan	0.00720559794897187
2009	Urbaan	0.0195734153240728
2010	Bos	0.00563344315223272
2010	Heide en duin	0.00980154540223524
2010	Landbouw	0.955939995975616
2010	Moeras en water	0.00701069879321922
2010	Suburbaan	0.00532439846519801
2010	Urbaan	0.0162899182114992
2011	Bos	0.00508869068263438
2011	Heide en duin	0.00948884413272341
2011	Landbouw	0.967490382080489
2011	Moeras en water	0.00333884398237984
2011	Suburbaan	0.00629819474882704
2011	Urbaan	0.00829504437294633
2012	Bos	0.00644622297700347
2012	Heide en duin	0.0031539698135686
2012	Landbouw	0.977242417225018
2012	Moeras en water	0.00615209019748851
2012	Urbaan	0.00700529978692122
2013	Bos	0.00668590212901428
2013	Heide en duin	0.00924217840255056
2013	Landbouw	0.956837681200819
2013	Moeras en water	0.00933196841048153
2013	Suburbaan	0.00373402584706063
2013	Urbaan	0.0141682440100742
2014	Bos	0.00220577323112674
2014	Heide en duin	0.0181634016411402
2014	Landbouw	0.96004378356144
2014	Moeras en water	0.00586146205598982
2014	Suburbaan	0.00509609677536179
2014	Urbaan	0.008629482734941
