Year	Stratum	Weight
2007	Bos	0.0182538557027095
2007	Landbouw	0.834426365978886
2007	Moeras en water	0.115428851448795
2007	Suburbaan	0.0318909268696098
2008	Heide en duin	0.0247705896481144
2008	Landbouw	0.905670633417515
2008	Moeras en water	0.0695587769343704
2009	Bos	0.0272812101284143
2009	Landbouw	0.858021578769086
2009	Moeras en water	0.1146972111025
2010	Bos	0.00984422285318872
2010	Heide en duin	0.00978732540527158
2010	Landbouw	0.902955660230884
2010	Moeras en water	0.0588044329511794
2010	Suburbaan	0.0186083585594758
2011	Heide en duin	0.0321646624943733
2011	Landbouw	0.882951877271313
2011	Moeras en water	0.0848834602343135
2012	Bos	0.0202663476978822
2012	Landbouw	0.921708790554785
2012	Moeras en water	0.0580248617473326
2013	Bos	0.0131071851181594
2013	Heide en duin	0.0144948509122308
2013	Landbouw	0.869938548811128
2013	Moeras en water	0.07317835954684
2013	Suburbaan	0.029281055611642
2014	Heide en duin	0.0425688894742915
2014	Landbouw	0.875007365673634
2014	Moeras en water	0.082423744852075
