Cycle	Stratum	Weight
0	Bos	0.0329810745230211
0	Heide en duin	0.015398719874538
0	Landbouw	0.904297553548756
0	Moeras en water	0.0126529601303344
0	Suburbaan	0.0188681571310551
0	Urbaan	0.0158015347922957
1	Bos	0.03559972602268
1	Heide en duin	0.0139019519012948
1	Landbouw	0.901140351843135
1	Moeras en water	0.013171649529512
1	Suburbaan	0.0204843186040717
1	Urbaan	0.0157020020993068
2	Bos	0.0391461101330305
2	Heide en duin	0.0144824640317869
2	Landbouw	0.901950152468041
2	Moeras en water	0.0148409077352248
2	Suburbaan	0.0167048335821699
2	Urbaan	0.0128755320497466
