Year	Stratum	Weight
2007	Bos	0.00535740692566638
2007	Heide en duin	0.00536492020051676
2007	Landbouw	0.979598319360079
2007	Moeras en water	0.00967935351373774
2008	Bos	0.0124150601797919
2008	Heide en duin	0.0294802753708032
2008	Landbouw	0.958104664449405
2009	Heide en duin	0.0262218838806873
2009	Landbouw	0.959526338448111
2009	Moeras en water	0.0142517776712014
2010	Bos	0.00564123314599457
2010	Heide en duin	0.00560862805629887
2010	Landbouw	0.98313382417943
2010	Moeras en water	0.00561631461827644
2011	Bos	0.00909587277332901
2011	Heide en duin	0.0271376114226758
2011	Landbouw	0.957798438361725
2011	Moeras en water	0.00596807744227047
2012	Bos	0.0115955275242332
2012	Heide en duin	0.0170201731685223
2012	Landbouw	0.949251421970847
2012	Moeras en water	0.0221328773363978
2013	Bos	0.00900288103945615
2013	Heide en duin	0.00995602162257326
2013	Landbouw	0.970988350547205
2013	Moeras en water	0.0100527467907658
2014	Bos	0.0258782236235462
2014	Heide en duin	0.0355156310419703
2014	Landbouw	0.938606145334483
