Year	Stratum	Weight
2007	Bos	0.0464222416453742
2007	Heide en duin	0.0276710384568984
2007	Landbouw	0.818512351382935
2007	Moeras en water	0.0199695617683747
2007	Suburbaan	0.023172377348611
2007	Urbaan	0.0642524293978071
2008	Bos	0.0551232529369407
2008	Heide en duin	0.0266634578639896
2008	Landbouw	0.817322226227702
2008	Moeras en water	0.0204202301366337
2008	Suburbaan	0.0281102492175557
2008	Urbaan	0.0523605836171784
2009	Bos	0.0457567834808648
2009	Heide en duin	0.0310480775772375
2009	Landbouw	0.820537762101952
2009	Moeras en water	0.0185623325478301
2009	Suburbaan	0.0313601185579133
2009	Urbaan	0.0527349257342024
2010	Bos	0.0524396336954659
2010	Heide en duin	0.0325853400748973
2010	Landbouw	0.811686679615135
2010	Moeras en water	0.0195779987512586
2010	Suburbaan	0.0268465444447987
2010	Urbaan	0.0568638034184444
2011	Bos	0.0501834885236912
2011	Heide en duin	0.0285834535287591
2011	Landbouw	0.82200814701932
2011	Moeras en water	0.0215521565133094
2011	Suburbaan	0.0271031290459344
2011	Urbaan	0.0505696253689861
2012	Bos	0.0541003495937803
2012	Heide en duin	0.0264698987501685
2012	Landbouw	0.820157115234023
2012	Moeras en water	0.0145628212876469
2012	Suburbaan	0.0349623672320548
2012	Urbaan	0.0497474479023267
2013	Bos	0.0498807727082912
2013	Heide en duin	0.0283262686019422
2013	Landbouw	0.816476076823997
2013	Moeras en water	0.0210747638178181
2013	Suburbaan	0.0271051149965159
2013	Urbaan	0.0571370030514359
2014	Bos	0.047018012684428
2014	Heide en duin	0.0291417538017389
2014	Landbouw	0.831281098648577
2014	Moeras en water	0.0188085125824665
2014	Suburbaan	0.0262809247763349
2014	Urbaan	0.0474696975064546
