Cycle	Stratum	Weight
0	Bos	0.0164322543157731
0	Heide en duin	0.0120318763642053
0	Landbouw	0.863049566613719
0	Moeras en water	0.0161305425258283
0	Suburbaan	0.0294854813479183
0	Urbaan	0.0628702788325563
1	Bos	0.0199658221322614
1	Heide en duin	0.0121538333280089
1	Landbouw	0.862231039642579
1	Moeras en water	0.0151714917461427
1	Suburbaan	0.0321357939446041
1	Urbaan	0.0583420192064036
2	Bos	0.0213621623881275
2	Heide en duin	0.0129084436243419
2	Landbouw	0.850075156375788
2	Moeras en water	0.0186270851403712
2	Suburbaan	0.0306293675470146
2	Urbaan	0.066397784924357
