Cycle	Stratum	Weight
0	Bos	0.0109635800415193
0	Heide en duin	0.0354906774740633
0	Landbouw	0.865142880353581
0	Moeras en water	0.0461736456233386
0	Suburbaan	0.021743485326189
0	Urbaan	0.0204857311813088
1	Bos	0.0129387301292558
1	Heide en duin	0.0341302783915677
1	Landbouw	0.869818131403754
1	Moeras en water	0.0422872832461256
1	Suburbaan	0.0219214807017507
1	Urbaan	0.0189040961275462
2	Bos	0.00679181046985494
2	Heide en duin	0.0366434373227453
2	Landbouw	0.870187156147875
2	Moeras en water	0.0418418400495052
2	Suburbaan	0.015215926486279
2	Urbaan	0.0293198295237409
