Year	Stratum	Weight
2007	Bos	0.0125936096144984
2007	Heide en duin	0.0189169065059886
2007	Landbouw	0.87311967303952
2007	Moeras en water	0.0132726834727514
2007	Suburbaan	0.0146680200896138
2007	Urbaan	0.0674291072776276
2008	Bos	0.0163136610677027
2008	Heide en duin	0.0133160938957103
2008	Landbouw	0.875377939285869
2008	Moeras en water	0.0135975212846726
2008	Suburbaan	0.0238656900341929
2008	Urbaan	0.0575290944318526
2009	Bos	0.00771990094672325
2009	Heide en duin	0.023223161447743
2009	Landbouw	0.87677298334952
2009	Moeras en water	0.00721254343523811
2009	Suburbaan	0.0287223184350098
2009	Urbaan	0.0563490923857654
2010	Bos	0.0148618567244482
2010	Heide en duin	0.0204590193975739
2010	Landbouw	0.880833841865444
2010	Moeras en water	0.012519868933412
2010	Suburbaan	0.0151270550359044
2010	Urbaan	0.0561983580432179
2011	Bos	0.0151718567812187
2011	Heide en duin	0.0155599674353859
2011	Landbouw	0.876461978999284
2011	Moeras en water	0.0136877323810444
2011	Suburbaan	0.0234724693120763
2011	Urbaan	0.0556459950909902
2012	Bos	0.0130891134342818
2012	Heide en duin	0.0128083278550474
2012	Landbouw	0.886320430978255
2012	Moeras en water	0.00832791612909137
2012	Suburbaan	0.0225569160060285
2012	Urbaan	0.0568972955972958
2013	Bos	0.0148861020777661
2013	Heide en duin	0.0164621029104506
2013	Landbouw	0.875733706650738
2013	Moeras en water	0.0135998478315482
2013	Suburbaan	0.0181391467428081
2013	Urbaan	0.0611790937866887
2014	Bos	0.0172126424027009
2014	Heide en duin	0.0214753344083854
2014	Landbouw	0.870242662026904
2014	Moeras en water	0.0124744444058759
2014	Suburbaan	0.0234987641579192
2014	Urbaan	0.0550961525982149
