Year	Stratum	Weight
2007	Bos	0.0395663147987861
2007	Heide en duin	0.0594327044228425
2007	Landbouw	0.723467453899661
2007	Moeras en water	0.142970789222119
2007	Suburbaan	0.0345627376565913
2008	Bos	0.0127938723699486
2008	Heide en duin	0.0379747334147957
2008	Landbouw	0.863921321317801
2008	Moeras en water	0.0853100728974543
2009	Bos	0.0556475901506444
2009	Heide en duin	0.0573943546314442
2009	Landbouw	0.700069138150452
2009	Moeras en water	0.124776936014407
2009	Suburbaan	0.0621119810530525
2010	Bos	0.0295108916880393
2010	Heide en duin	0.0806858943270233
2010	Landbouw	0.744389115172728
2010	Moeras en water	0.117522143188561
2010	Suburbaan	0.0278919556236484
2011	Bos	0.00709085211185884
2011	Heide en duin	0.0423112314920512
2011	Landbouw	0.829632326250299
2011	Moeras en water	0.120965590145791
2012	Bos	0.0452744105556842
2012	Heide en duin	0.0265819146614971
2012	Landbouw	0.823627874512804
2012	Moeras en water	0.0518503176269905
2012	Suburbaan	0.052665482643024
2013	Bos	0.0250297830618678
2013	Heide en duin	0.0738125377954426
2013	Landbouw	0.761408413698487
2013	Moeras en water	0.121110672357665
2013	Suburbaan	0.0186385930865376
2014	Bos	0.00974323829528171
2014	Heide en duin	0.0401152638778151
2014	Landbouw	0.863838244823438
2014	Moeras en water	0.0863032530034652
