Year	Stratum	Weight
2007	Bos	0.0403447467049415
2007	Heide en duin	0.0211625996133128
2007	Landbouw	0.843086891326956
2007	Moeras en water	0.0164874322880171
2007	Suburbaan	0.0201387020864425
2007	Urbaan	0.0587796279803297
2008	Bos	0.0524639359964078
2008	Heide en duin	0.0226506613421276
2008	Landbouw	0.828161101389522
2008	Moeras en water	0.0190817294472393
2008	Suburbaan	0.0262676848730312
2008	Urbaan	0.0513748869516718
2009	Bos	0.0432978479207116
2009	Heide en duin	0.0293795769480141
2009	Landbouw	0.824223759709139
2009	Moeras en water	0.0175648065831753
2009	Suburbaan	0.0317944811551552
2009	Urbaan	0.0537395276838046
2010	Bos	0.0472790255026464
2010	Heide en duin	0.0264407417493463
2010	Landbouw	0.831189588268423
2010	Moeras en water	0.0186319478262825
2010	Suburbaan	0.0223426742775045
2010	Urbaan	0.0541160223757973
2011	Bos	0.0486716385357583
2011	Heide en duin	0.0224418908500027
2011	Landbouw	0.828305418948112
2011	Moeras en water	0.0209028667065796
2011	Suburbaan	0.02774697530498
2011	Urbaan	0.0519312096545679
2012	Bos	0.050446919770143
2012	Heide en duin	0.0222141332124473
2012	Landbouw	0.825953113832552
2012	Moeras en water	0.0120362730904033
2012	Suburbaan	0.0317863036796199
2012	Urbaan	0.057563256414834
2013	Bos	0.0439467648244598
2013	Heide en duin	0.02364296886172
2013	Landbouw	0.837593439207414
2013	Moeras en water	0.019893888372201
2013	Suburbaan	0.0212271881237553
2013	Urbaan	0.0536957506104501
2014	Bos	0.0456152411318691
2014	Heide en duin	0.0234761197894189
2014	Landbouw	0.838724394762752
2014	Moeras en water	0.0189397872829993
2014	Suburbaan	0.0230533923392744
2014	Urbaan	0.0501910646936867
