Year	Stratum	Weight
2007	Landbouw	0.857883370776736
2007	Moeras en water	0.0484382585637135
2007	Suburbaan	0.0936783706595507
2008	Landbouw	0.860006027267208
2008	Moeras en water	0.0990773552861511
2008	Suburbaan	0.0409166174466408
2009	Landbouw	0.63352310680022
2009	Moeras en water	0.254061210056811
2009	Suburbaan	0.112415683142969
2010	Landbouw	0.886703619423339
2010	Moeras en water	0.0320811270958109
2010	Suburbaan	0.0812152534808505
2011	Landbouw	0.807258141882786
2011	Moeras en water	0.135811492971644
2011	Suburbaan	0.0569303651455694
2012	Landbouw	0.654487872393891
2012	Moeras en water	0.206011750675085
2012	Suburbaan	0.139500376931024
2013	Landbouw	0.838707862414817
2013	Moeras en water	0.0645040141553429
2013	Suburbaan	0.0967881234298401
2014	Landbouw	0.87280773785342
2014	Moeras en water	0.0959193022793476
2014	Suburbaan	0.0312729598672325
