Year	Stratum	Weight
2007	Bos	0.00356968031735671
2007	Heide en duin	0.0178734323430099
2007	Landbouw	0.962752691718138
2007	Moeras en water	0.00644942566471734
2007	Suburbaan	0.00935476995677771
2008	Bos	0.0110089600142901
2008	Heide en duin	0.0261414095515785
2008	Landbouw	0.955791011975648
2008	Urbaan	0.00705861845848316
2009	Bos	0.0132078903884322
2009	Heide en duin	0.0113520690778458
2009	Landbouw	0.96927011142635
2009	Moeras en water	0.00616992910737189
2010	Bos	0.00624711186240242
2010	Heide en duin	0.0207033497555911
2010	Landbouw	0.955021217414603
2010	Moeras en water	0.00621951703941375
2010	Suburbaan	0.0118088039279895
2011	Bos	0.00936321336712633
2011	Heide en duin	0.0244433212526368
2011	Landbouw	0.958562006209538
2011	Urbaan	0.00763145917069858
2012	Bos	0.0118134149101756
2012	Heide en duin	0.0173399931191219
2012	Landbouw	0.967088463925436
2012	Moeras en water	0.0037581280452666
2013	Bos	0.00832625403451909
2013	Heide en duin	0.0214847726291118
2013	Landbouw	0.967089901563019
2013	Moeras en water	0.00309907177334974
2014	Bos	0.00915655605905569
2014	Heide en duin	0.0314164595819325
2014	Landbouw	0.959426984359012
