ObservationID	Count
1999	29
2000	0
2001	0
2002	0
2003	0
2004	0
2005	6
2006	0
2007	0
2008	0
2009	0
2010	0
2035	8
2036	0
2038	0
2039	0
2040	0
2047	6
2048	0
2050	0
2051	0
2052	0
2053	0
2054	0
2056	0
2057	0
2058	0
2371	0
2372	0
2373	0
2374	0
2375	0
2376	14
2377	0
2378	0
2379	0
2380	0
2381	0
2382	20
2383	0
2384	0
2385	0
2386	0
2387	2
2388	0
2425	0
2426	0
2427	0
2428	0
2429	0
2430	0
2437	0
2438	0
2439	0
2440	0
2441	0
2442	0
2653	0
2654	0
2655	0
2656	0
2657	0
2658	0
2713	0
2714	0
2715	2
2716	1
2717	2
2718	0
3397	3
3398	2
3399	0
3400	0
3401	0
3402	0
3403	0
3404	0
3405	0
3406	0
3407	0
3408	0
3409	0
3410	0
3411	0
3412	0
3413	0
3414	0
3481	6
3482	0
3484	0
3485	2
3487	0
3488	0
3490	0
3491	0
3493	0
3494	0
3496	0
3497	0
3517	6
3518	0
3519	0
3520	5
3521	0
3522	0
3529	0
3530	0
3531	0
3532	6
3533	0
3534	0
3535	4
3536	0
3537	6
3538	4
3539	0
3540	0
3841	0
3842	0
3843	0
3844	49
3845	2
3846	20
3847	0
3848	0
3849	0
3850	91
3851	0
3852	85
3853	0
3854	0
3855	0
3856	13
3857	0
3858	0
4039	0
4040	3
4041	0
4042	0
4043	3
4044	1
4045	0
4046	0
4047	0
4048	0
4049	0
4050	0
4051	0
4052	0
4053	0
4054	0
4055	0
4056	0
4519	0
4520	0
4521	0
4522	0
4523	0
4524	0
4771	65
4772	0
4773	185
4774	0
4775	62
4776	195
4777	6
4778	0
4779	28
4780	0
4781	2
4782	12
4783	0
4784	0
4785	0
4786	0
4787	0
4788	0
6271	0
6272	0
6273	0
6274	0
6275	0
6276	0
6277	0
6278	0
6279	0
6280	0
6281	0
6282	0
6283	0
6284	0
6285	0
6286	2
6287	0
6288	0
6301	0
6302	0
6303	0
6304	0
6305	0
6306	0
6307	0
6308	0
6309	0
6310	0
6311	0
6312	0
6313	0
6314	0
6315	0
6316	0
6317	0
6318	0
8545	0
8546	0
8547	0
8548	0
8549	2
8550	0
8551	0
8553	0
8554	0
8555	0
8556	0
8563	0
8565	0
8566	0
8567	0
8568	0
8713	0
8714	0
8715	0
8716	0
8717	19
8718	7
8719	2
8720	0
8721	0
8722	3
8723	0
8724	0
9457	0
9458	0
9459	0
9460	2
9461	0
9462	2
14311	0
14313	0
14315	0
14316	0
14497	1
14498	0
14499	0
14500	0
14501	0
14502	0
14527	1
14528	0
14529	0
14530	0
14531	0
14532	0
14533	12
14534	0
14535	0
14536	0
14537	0
14538	0
14827	0
14829	0
14831	1
14832	0
15703	0
15705	0
15707	0
15708	0
16603	0
16604	0
16605	0
16606	0
16607	0
16608	0
16609	0
16610	0
16611	0
16612	0
16613	0
16614	0
16615	0
16616	0
16617	0
16618	0
16619	0
16620	0
16999	0
17000	0
17001	3
17002	1
17003	0
17004	0
17035	0
17036	1
17037	0
17038	0
17039	0
17040	8
17071	0
17072	0
17073	18
17074	0
17075	0
17076	0
17311	0
17312	0
17313	0
17314	6
17315	2
17316	0
17359	0
17360	0
17361	0
17362	0
17363	0
17364	0
17371	0
17372	0
17373	0
17374	0
17375	0
17376	0
17599	0
17600	0
17601	0
17602	0
17603	0
17604	0
17605	0
