Year	Stratum	Weight
2007	Bos	0.0219966124915581
2007	Landbouw	0.804413214352389
2007	Moeras en water	0.0198708994262189
2007	Suburbaan	0.153719273729834
2008	Bos	0.0144212082193875
2008	Heide en duin	0.0342439894233651
2008	Landbouw	0.834693509046459
2008	Moeras en water	0.0769289728013919
2008	Suburbaan	0.0397123205093965
2009	Bos	0.0193004801698188
2009	Heide en duin	0.0995315880189023
2009	Landbouw	0.809359427892401
2009	Suburbaan	0.0718085039188778
2010	Bos	0.0285764660708418
2010	Landbouw	0.917405950729416
2010	Suburbaan	0.0540175831997417
2011	Bos	0.0215914431120505
2011	Heide en duin	0.016104562141297
2011	Landbouw	0.884172397442578
2011	Moeras en water	0.0425003980797545
2011	Suburbaan	0.0356311992243197
2012	Bos	0.0293112207937968
2012	Heide en duin	0.08604732344408
2012	Landbouw	0.799840512072865
2012	Moeras en water	0.0279737878700813
2012	Suburbaan	0.0568271558191769
2013	Bos	0.135468418930285
2013	Landbouw	0.561949413201405
2013	Moeras en water	0.151265990040651
2013	Suburbaan	0.151316177827658
2014	Bos	0.0209906698081183
2014	Heide en duin	0.0288078847711417
2014	Landbouw	0.845926674067911
2014	Moeras en water	0.0557790859340731
2014	Suburbaan	0.0484956854187562
