ObservationID	Count
86	1
5858	1
16886	1
16967	4
18357	2
18359	2
18512	1
18514	1
18523	1
18524	1
18528	1
18535	2
18537	1
18609	4
27377	1
27469	3
29491	1
29562	10
30053	1
31009	1
33153	4
33156	2
33549	7
33559	2
33610	2
36363	5
37258	1
38751	1
38758	1
40170	2
40987	2
41558	1
41560	1
41574	1
41677	1
41886	1
42221	6
43471	1
