ObservationID	SubLocationName	Count
146047	1_1	0
146047	1_2	0
146047	2_1	0
146047	2_2	0
146047	3_1	2
146047	3_2	2
146048	1_1	0
146048	1_2	0
146048	2_1	0
146048	2_2	0
146048	3_1	2
146048	3_2	2
146054	1_1	0
146054	1_2	1
146054	2_1	0
146054	2_2	0
146054	3_1	0
146054	3_2	0
146055	1_1	0
146055	1_2	0
146055	2_1	2
146055	2_2	1
146055	3_1	0
146055	3_2	0
146064	1_1	2
146064	1_2	2
146064	2_1	0
146064	2_2	0
146064	3_1	1
146064	3_2	0
146065	1_1	2
146065	1_2	0
146065	2_1	0
146065	2_2	0
146065	3_1	0
146065	3_2	1
146066	1_1	1
146066	1_2	0
146066	2_1	0
146066	2_2	0
146066	3_1	1
146066	3_2	0
146067	1_1	0
146067	1_2	0
146067	2_1	0
146067	2_2	0
146067	3_1	0
146067	3_2	0
146068	1_1	0
146068	1_2	0
146068	2_1	0
146068	2_2	0
146068	3_1	0
146068	3_2	0
146072	1_1	0
146072	1_2	0
146072	2_1	0
146072	2_2	0
146072	3_1	0
146072	3_2	0
146073	1_1	0
146073	1_2	1
146073	2_1	0
146073	2_2	0
146073	3_1	0
146073	3_2	0
146074	1_1	0
146074	1_2	1
146074	2_1	0
146074	2_2	0
146074	3_1	0
146074	3_2	0
146075	1_1	1
146075	1_2	0
146075	2_1	0
146075	2_2	0
146075	3_1	0
146075	3_2	0
146079	1_1	1
146079	1_2	0
146079	2_1	0
146079	2_2	0
146079	3_1	0
146079	3_2	0
146089	1_1	0
146089	1_2	0
146089	2_1	0
146089	2_2	0
146089	3_1	0
146089	3_2	1
146092	1_1	0
146092	1_2	0
146092	2_1	0
146092	2_2	0
146092	3_1	0
146092	3_2	3
146095	1_1	0
146095	1_2	0
146095	2_1	0
146095	2_2	0
146095	3_1	0
146095	3_2	1
146108	1_1	0
146108	1_2	0
146108	2_1	0
146108	2_2	1
146108	3_1	0
146108	3_2	2
146109	1_1	0
146109	1_2	0
146109	2_1	0
146109	2_2	0
146109	3_1	0
146109	3_2	0
146110	1_1	0
146110	1_2	0
146110	2_1	0
146110	2_2	0
146110	3_1	1
146110	3_2	0
146111	1_1	1
146111	1_2	0
146111	2_1	0
146111	2_2	0
146111	3_1	0
146111	3_2	0
146112	1_1	0
146112	1_2	0
146112	2_1	0
146112	2_2	0
146112	3_1	0
146112	3_2	0
146113	1_1	0
146113	1_2	0
146113	2_1	0
146113	2_2	0
146113	3_1	0
146113	3_2	0
146121	1_1	1
146121	1_2	0
146121	2_1	0
146121	2_2	0
146121	3_1	0
146121	3_2	0
146122	1_1	1
146122	1_2	0
146122	2_1	0
146122	2_2	0
146122	3_1	0
