Year	Stratum	Weight
2007	Bos	0.0388539861715488
2007	Heide en duin	0.0252905089744828
2007	Landbouw	0.834770022075406
2007	Moeras en water	0.0149171629051069
2007	Suburbaan	0.0237583433395947
2007	Urbaan	0.0624099765338608
2008	Bos	0.0491029746840479
2008	Heide en duin	0.0240054378921192
2008	Landbouw	0.826612125649968
2008	Moeras en water	0.0192600398095422
2008	Suburbaan	0.0291644593082475
2008	Urbaan	0.0518549626560753
2009	Bos	0.0364113832564075
2009	Heide en duin	0.025605223517672
2009	Landbouw	0.844421773415657
2009	Moeras en water	0.0185554912558639
2009	Suburbaan	0.0266835961759899
2009	Urbaan	0.0483225323784095
2010	Bos	0.043775032231804
2010	Heide en duin	0.0290146814342071
2010	Landbouw	0.829816177684013
2010	Moeras en water	0.0145272228651854
2010	Suburbaan	0.0294212128855761
2010	Urbaan	0.0534456728992143
2011	Bos	0.043726463406649
2011	Heide en duin	0.0239617219843063
2011	Landbouw	0.835267335767972
2011	Moeras en water	0.021078555547892
2011	Suburbaan	0.0265075474356181
2011	Urbaan	0.0494583758575622
2012	Bos	0.0453255244767824
2012	Heide en duin	0.0203285539122824
2012	Landbouw	0.84746211572723
2012	Moeras en water	0.0132175326805432
2012	Suburbaan	0.024409694879386
2012	Urbaan	0.049256578323776
2013	Bos	0.0423095870542208
2013	Heide en duin	0.0275228995295968
2013	Landbouw	0.825921957418984
2013	Moeras en water	0.0194532038283227
2013	Suburbaan	0.0250195604266536
2013	Urbaan	0.0597727917422221
2014	Bos	0.0399394934304163
2014	Heide en duin	0.0263916908057438
2014	Landbouw	0.834590133520411
2014	Moeras en water	0.0196541329021804
2014	Suburbaan	0.027340445055815
2014	Urbaan	0.0520841042854332
