Year	Stratum	Weight
2007	Landbouw	0.930780197630402
2007	Urbaan	0.0692198023695983
2008	Landbouw	0.918593104608249
2008	Urbaan	0.0814068953917513
2009	Bos	0.0201319040758435
2009	Landbouw	0.844224921962778
2009	Urbaan	0.135643173961378
2010	Landbouw	0.904908160317859
2010	Urbaan	0.0950918396821405
2011	Landbouw	0.905392892076948
2011	Urbaan	0.0946071079230518
2012	Bos	0.0227768690812189
2012	Landbouw	0.828709376408012
2012	Urbaan	0.148513754510769
2013	Landbouw	0.946287256551655
2013	Urbaan	0.0537127434483448
2014	Landbouw	0.804703891316696
2014	Urbaan	0.195296108683305
