Year	Stratum	Weight
2007	Bos	0.104528693320286
2007	Landbouw	0.764520102521206
2007	Moeras en water	0.0944272284161309
2007	Suburbaan	0.0365239757423774
2008	Bos	0.0192337590462908
2008	Heide en duin	0.0304477790086628
2008	Landbouw	0.865854843042415
2008	Moeras en water	0.0427505016694628
2008	Suburbaan	0.00882747585161818
2008	Urbaan	0.0328856413815507
2009	Bos	0.0628338659760518
2009	Heide en duin	0.0405038787049387
2009	Landbouw	0.823411862217718
2009	Moeras en water	0.0440282839135938
2009	Suburbaan	0.0292221091876981
2010	Bos	0.0989190019272855
2010	Heide en duin	0.0393389087210039
2010	Landbouw	0.725863069348944
2010	Moeras en water	0.0984820556377805
2010	Suburbaan	0.0373969643649863
2011	Bos	0.0201946688641721
2011	Heide en duin	0.0225941104046304
2011	Landbouw	0.8860439043506
2011	Moeras en water	0.0463761672431539
2011	Suburbaan	0.00833154442056362
2011	Urbaan	0.0164596047168801
2012	Bos	0.0537238605900393
2012	Heide en duin	0.0394285386591106
2012	Landbouw	0.855172049611274
2012	Moeras en water	0.0256362553146478
2012	Suburbaan	0.0260392958249286
2013	Bos	0.0539303085898349
2013	Heide en duin	0.0397599624741815
2013	Landbouw	0.745711448349315
2013	Moeras en water	0.120438720499681
2013	Suburbaan	0.0401595600869873
2014	Bos	0.029549331947259
2014	Heide en duin	0.0270359404942737
2014	Landbouw	0.793894567557051
2014	Moeras en water	0.0610728649513391
2014	Suburbaan	0.0113781910371629
2014	Urbaan	0.0770691040129137
