Year	Stratum	Weight
2007	Bos	0.00695316038707588
2007	Heide en duin	0.0905178502890022
2007	Landbouw	0.889966550375745
2007	Moeras en water	0.0125624389481771
2008	Bos	0.0182669416868936
2008	Heide en duin	0.0759078337759493
2008	Landbouw	0.881069130051704
2008	Moeras en water	0.0121804726658275
2008	Suburbaan	0.0125756218196256
2009	Bos	0.0134741988748865
2009	Heide en duin	0.13897150739256
2009	Landbouw	0.847554293732554
2010	Bos	0.0158743068403365
2010	Heide en duin	0.102586619396232
2010	Landbouw	0.873636980439591
2010	Moeras en water	0.00790209332384091
2011	Bos	0.0168019402501717
2011	Heide en duin	0.0626609091039012
2011	Landbouw	0.884624957609846
2011	Moeras en water	0.0220485231252253
2011	Suburbaan	0.0138636699108559
2012	Bos	0.0281573097058582
2012	Heide en duin	0.0619948880486717
2012	Landbouw	0.896411538122507
2012	Moeras en water	0.0134362641229626
2013	Bos	0.0177578685830061
2013	Heide en duin	0.0883705730018804
2013	Landbouw	0.883957212350432
2013	Moeras en water	0.00991434606468147
2014	Bos	0.0257594493465349
2014	Heide en duin	0.106057870757802
2014	Landbouw	0.830487278804505
2014	Moeras en water	0.0228170984513488
2014	Suburbaan	0.014878302639809
