Cycle	Stratum	Weight
0	Bos	0.040895306353286
0	Heide en duin	0.0237091154197129
0	Landbouw	0.839579636132413
0	Moeras en water	0.0166984469901384
0	Suburbaan	0.0254936836379468
0	Urbaan	0.0536238114665028
1	Bos	0.0453736011664705
1	Heide en duin	0.0236745939027659
1	Landbouw	0.835846478267049
1	Moeras en water	0.0160754866196205
1	Suburbaan	0.0277781279738552
1	Urbaan	0.0512517120702393
2	Bos	0.043265071539994
2	Heide en duin	0.0267865189729032
2	Landbouw	0.828547628704649
2	Moeras en water	0.0188225076657281
2	Suburbaan	0.0254237972850259
2	Urbaan	0.0571544758317
