Year	Stratum	Weight
2007	Bos	0.0428340782052317
2007	Heide en duin	0.0428941490953067
2007	Landbouw	0.783218292046464
2007	Urbaan	0.131053480652997
2008	Bos	0.0635640403122307
2008	Heide en duin	0.0754682371631004
2008	Landbouw	0.613176684531174
2008	Moeras en water	0.0847695327245934
2008	Urbaan	0.163021505268902
2009	Urbaan	1
2010	Bos	0.043046393456961
2010	Heide en duin	0.0427975947486968
2010	Landbouw	0.789681119660925
2010	Urbaan	0.124474892133418
2011	Bos	0.0328253318851116
2011	Heide en duin	0.0489673241764408
2011	Landbouw	0.768115200322355
2011	Moeras en water	0.0430753876270142
2011	Urbaan	0.107016755989078
2012	Urbaan	1
2013	Bos	0.0386261903459913
2013	Landbouw	0.961373809654009
2014	Heide en duin	0.756025169179627
2014	Moeras en water	0.243974830820373
