Year	Stratum	Weight
2007	Heide en duin	0.00222590432966344
2007	Landbouw	0.995766114741515
2007	Moeras en water	0.00200798092882133
2008	Landbouw	1
2009	Bos	0.00557966021524216
2009	Landbouw	0.994420339784758
2010	Heide en duin	0.00233979461541537
2010	Landbouw	0.992974202829089
2010	Moeras en water	0.0046860025554961
2011	Landbouw	0.996612764939286
2011	Moeras en water	0.00338723506071421
2012	Bos	0.00546689850376821
2012	Landbouw	0.994533101496232
2013	Heide en duin	0.00329918888834181
2013	Landbouw	0.990038328492253
2013	Moeras en water	0.00666248261940516
2014	Landbouw	0.995946225847495
2014	Moeras en water	0.00405377415250476
