Year	Stratum	Weight
2007	Landbouw	0.75772655949192
2007	Moeras en water	0.0249568389108087
2007	Suburbaan	0.0482658971503331
2007	Urbaan	0.169050704446938
2008	Bos	0.0273285083825235
2008	Landbouw	0.790881326023285
2008	Moeras en water	0.0364455260280379
2008	Suburbaan	0.0752557252776841
2008	Urbaan	0.07008891428847
2009	Landbouw	0.640813626402319
2009	Moeras en water	0.0856616402238595
2009	Suburbaan	0.170564027119353
2009	Urbaan	0.102960706254469
2010	Landbouw	0.634676181147044
2010	Moeras en water	0.0344440805011666
2010	Suburbaan	0.130795812774718
2010	Urbaan	0.200083925577072
2011	Bos	0.0309856388648452
2011	Landbouw	0.725066247222981
2011	Moeras en water	0.0406612310774309
2011	Suburbaan	0.102267872115499
2011	Urbaan	0.101019010719244
2012	Landbouw	0.561352652597632
2012	Moeras en water	0.117797184216468
2012	Suburbaan	0.119649133210326
2012	Urbaan	0.201201029975573
2013	Landbouw	0.663636065261386
2013	Moeras en water	0.0446595209818588
2013	Suburbaan	0.178697353364704
2013	Urbaan	0.113007060392051
2014	Bos	0.0879478827361563
2014	Landbouw	0.708862181287207
2014	Suburbaan	0.203189935976637
