Year	Stratum	Weight
2007	Bos	0.204053600227775
2007	Heide en duin	0.0835935409641546
2007	Landbouw	0.42398938731836
2007	Moeras en water	0.0167576570307241
2007	Suburbaan	0.016204443071017
2007	Urbaan	0.25540137138797
2008	Bos	0.298319949800292
2008	Heide en duin	0.0491929097791771
2008	Landbouw	0.399690604348519
2008	Moeras en water	0.055255828572379
2008	Suburbaan	0.0912774303618991
2008	Urbaan	0.106263277137733
2009	Bos	0.198635213347134
2009	Heide en duin	0.0758778981315665
2009	Landbouw	0.539888207988374
2009	Moeras en water	0.0206200847210221
2009	Suburbaan	0.0410574053960289
2009	Urbaan	0.123921190415875
2010	Bos	0.277208409979716
2010	Heide en duin	0.0800147050256511
2010	Landbouw	0.410109377933615
2010	Moeras en water	0.00890270714259313
2010	Suburbaan	0.0169032936816431
2010	Urbaan	0.206861506236782
2011	Bos	0.278417371729765
2011	Heide en duin	0.0474663156772099
2011	Landbouw	0.465356224637573
2011	Moeras en water	0.0521937327955362
2011	Suburbaan	0.0787640981248175
2011	Urbaan	0.0778022570350979
2012	Bos	0.267981696663419
2012	Heide en duin	0.0421445886325601
2012	Landbouw	0.522331944853171
2012	Moeras en water	0.0182681457147278
2012	Suburbaan	0.0556660453643053
2012	Urbaan	0.0936075787718168
2013	Bos	0.305340016515572
2013	Heide en duin	0.0945466348090138
2013	Landbouw	0.303986380523657
2013	Moeras en water	0.0272757652370775
2013	Suburbaan	0.0272848149269372
2013	Urbaan	0.241566387987743
2014	Bos	0.293462793026511
2014	Heide en duin	0.100688096228061
2014	Landbouw	0.473063521530092
2014	Moeras en water	0.064985564619556
2014	Suburbaan	0.0678000245957801
