Cycle	Stratum	Weight
0	Bos	0.00361394570697702
0	Heide en duin	0.0170608366341404
0	Landbouw	0.93979341155733
0	Moeras en water	0.0100133595278765
0	Suburbaan	0.0238911545169599
0	Urbaan	0.00562729205671619
1	Bos	0.00375284941470218
1	Heide en duin	0.0182758339683717
1	Landbouw	0.937856124506018
1	Moeras en water	0.00919899815867955
1	Suburbaan	0.0254331036196369
1	Urbaan	0.00548309033259169
2	Bos	0.00329782409782329
2	Heide en duin	0.0213510570413678
2	Landbouw	0.944472404229628
2	Moeras en water	0.00625128563176188
2	Suburbaan	0.0246274289994188
