ObservationID	SubLocationName	Count
146047	1_1	5
146047	1_2	2
146047	2_1	2
146047	2_2	0
146047	3_1	2
146047	3_2	0
146048	1_1	5
146048	1_2	2
146048	2_1	2
146048	2_2	0
146048	3_1	2
146048	3_2	0
146054	1_1	2
146054	1_2	0
146054	2_1	0
146054	2_2	2
146054	3_1	1
146054	3_2	2
146055	1_1	0
146055	1_2	0
146055	2_1	0
146055	2_2	0
146055	3_1	0
146055	3_2	0
146063	1_1	0
146063	1_2	7
146063	2_1	0
146063	2_2	0
146063	3_1	0
146063	3_2	0
146064	1_1	1
146064	1_2	2
146064	2_1	0
146064	2_2	3
146064	3_1	3
146064	3_2	3
146065	1_1	0
146065	1_2	0
146065	2_1	0
146065	2_2	0
146065	3_1	1
146065	3_2	0
146066	1_1	0
146066	1_2	0
146066	2_1	0
146066	2_2	1
146066	3_1	1
146066	3_2	0
146067	1_1	0
146067	1_2	0
146067	2_1	2
146067	2_2	0
146067	3_1	0
146067	3_2	2
146068	1_1	0
146068	1_2	0
146068	2_1	0
146068	2_2	3
146068	3_1	0
146068	3_2	0
146072	1_1	0
146072	1_2	0
146072	2_1	0
146072	2_2	0
146072	3_1	0
146072	3_2	0
146073	1_1	0
146073	1_2	0
146073	2_1	0
146073	2_2	0
146073	3_1	0
146073	3_2	1
146074	1_1	2
146074	1_2	2
146074	2_1	5
146074	2_2	0
146074	3_1	0
146074	3_2	0
146075	1_1	1
146075	1_2	1
146075	2_1	1
146075	2_2	2
146075	3_1	4
146075	3_2	0
146079	1_1	3
146079	1_2	9
146079	2_1	0
146079	2_2	9
146079	3_1	0
146079	3_2	1
146083	1_1	0
146083	1_2	7
146083	2_1	0
146083	2_2	0
146083	3_1	7
146083	3_2	0
146108	1_1	0
146108	1_2	3
146108	2_1	0
146108	2_2	1
146108	3_1	0
146108	3_2	0
146110	1_1	0
146110	1_2	0
146110	2_1	0
146110	2_2	5
146110	3_1	0
146110	3_2	0
146112	1_1	0
146112	1_2	5
146112	2_1	0
146112	2_2	3
146112	3_1	0
146112	3_2	0
146115	1_1	0
146115	1_2	0
146115	2_1	0
146115	2_2	0
146115	3_1	0
146115	3_2	0
146116	1_1	0
146116	1_2	0
146116	2_1	0
146116	2_2	1
146116	3_1	0
146116	3_2	0
146117	1_1	0
146117	1_2	0
146117	2_1	0
146117	2_2	0
146117	3_1	0
146117	3_2	1
146118	1_1	5
146118	1_2	0
146118	2_1	0
146118	2_2	1
146118	3_1	0
146118	3_2	0
146119	1_1	0
146119	1_2	0
146119	2_1	0
146119	2_2	0
146119	3_1	0
146119	3_2	8
146120	1_1	0
146120	1_2	0
146120	2_1	10
146120	2_2	0
146120	3_1	0
146120	3_2	0
146124	1_1	0
146124	1_2	0
146124	2_1	0
146124	2_2	0
146124	3_1	1
146124	3_2	0
146125	1_1	0
146125	1_2	0
146125	2_1	0
146125	2_2	0
146125	3_1	0
146125	3_2	0
146126	1_1	0
146126	1_2	0
146126	2_1	0
146126	2_2	0
146126	3_1	0
146126	3_2	0
146127	1_1	0
146127	1_2	50
146127	2_1	0
146127	2_2	0
146127	3_1	35
146127	3_2	0
146128	1_1	17
146128	1_2	0
146128	2_1	0
146128	2_2	0
146128	3_1	0
146128	3_2	0
146130	1_1	0
146130	1_2	0
146130	2_1	0
146130	2_2	0
146130	3_1	0
146130	3_2	3
146131	1_1	4
146131	1_2	3
146131	2_1	10
146131	3_1	1
146132	1_1	4
146132	1_2	0
146132	2_1	5
146132	3_1	0
146133	1_1	0
146133	1_2	0
146133	2_1	7
146133	3_1	2
146134	1_1	0
146134	1_2	4
146134	2_1	2
146134	2_2	11
146134	3_1	2
146134	3_2	1
146135	1_1	0
146135	1_2	1
146135	2_1	10
146135	2_2	13
146135	3_1	2
146135	3_2	2
146136	2_1	0
146136	2_2	2
146136	3_2	2
146137	2_1	0
146137	2_2	0
146137	3_2	0
146138	1_1	0
146138	1_2	0
146138	2_1	7
146138	2_2	10
146138	3_1	0
146138	3_2	1
146139	2_1	0
146139	2_2	0
146139	3_2	0
146142	1_1	0
146142	1_2	0
146142	2_1	0
146142	2_2	0
146142	3_1	0
146142	3_2	3
146143	1_1	1
146143	1_2	4
146143	2_1	0
146143	2_2	0
146143	3_1	2
146143	3_2	0
146145	1_1	0
146145	1_2	5
146145	2_1	0
146145	2_2	0
146145	3_1	0
146145	3_2	0
146147	1_1	0
146147	1_2	0
146147	2_1	0
146147	2_2	4
146147	3_1	4
146147	3_2	13
146148	1_1	2
146148	1_2	2
