Cycle	Stratum	Weight
0	Bos	0.406862483483633
0	Heide en duin	0.265815328794643
0	Landbouw	0.228023935746908
0	Moeras en water	0.028182910424339
0	Suburbaan	0.0315198722365783
0	Urbaan	0.0395954693138987
1	Bos	0.420882536611912
1	Heide en duin	0.256204636441456
1	Landbouw	0.223669713995855
1	Moeras en water	0.0187576146765881
1	Suburbaan	0.0432170573992308
1	Urbaan	0.0372684408749586
2	Bos	0.40426488426625
2	Heide en duin	0.247584944932265
2	Landbouw	0.247037986430017
2	Moeras en water	0.0207112423506968
2	Suburbaan	0.0489561361160632
2	Urbaan	0.0314448059047076
