Year	Stratum	Weight
2007	Bos	0.0888706080910477
2007	Heide en duin	0.042378686198931
2007	Landbouw	0.773806286497277
2007	Moeras en water	0.0191148362806823
2007	Suburbaan	0.0110902834120866
2007	Urbaan	0.064739299519975
2008	Bos	0.0960101648625639
2008	Heide en duin	0.0387568831551687
2008	Landbouw	0.75946052692186
2008	Moeras en water	0.0281687899304575
2008	Suburbaan	0.0185071213647649
2008	Urbaan	0.0590965137651854
2009	Bos	0.0864484892530998
2009	Heide en duin	0.0542201877694525
2009	Landbouw	0.759330252072574
2009	Moeras en water	0.0196460347114916
2009	Suburbaan	0.0173857505649836
2009	Urbaan	0.0629692856283982
2010	Bos	0.104422651179905
2010	Heide en duin	0.0487314195288441
2010	Landbouw	0.762339161878317
2010	Moeras en water	0.0190949499367398
2010	Suburbaan	0.0161133282992726
2010	Urbaan	0.0492984891769223
2011	Bos	0.0794697785686015
2011	Heide en duin	0.0411293732058836
2011	Landbouw	0.777995379386174
2011	Moeras en water	0.0297957297862573
2011	Suburbaan	0.0187349583536112
2011	Urbaan	0.0528747806994726
2012	Bos	0.105822471857107
2012	Heide en duin	0.0438106244334828
2012	Landbouw	0.740427917580863
2012	Moeras en water	0.0181271156321778
2012	Suburbaan	0.0210424013338315
2012	Urbaan	0.0707694691625378
2013	Bos	0.0906380607823571
2013	Heide en duin	0.0379263663947002
2013	Landbouw	0.772292172818674
2013	Moeras en water	0.0273534501827295
2013	Suburbaan	0.0164175153883735
2013	Urbaan	0.0553724344331653
2014	Bos	0.0824968191180975
2014	Heide en duin	0.0452879089779349
2014	Landbouw	0.775747547505362
2014	Moeras en water	0.0267936867265028
2014	Suburbaan	0.0158830082784843
2014	Urbaan	0.0537910293936184
