Stratum	ObservationID	Count
Bos	67	0
Bos	68	0
Bos	69	0
Bos	70	1
Bos	71	0
Bos	72	1
Bos	73	0
Bos	74	1
Bos	75	0
Bos	76	2
Bos	77	0
Bos	78	0
Bos	79	0
Bos	80	0
Bos	81	0
Bos	82	1
Bos	83	0
Bos	84	0
Bos	85	1
Bos	86	0
Bos	87	0
Bos	88	1
Bos	89	0
Bos	90	1
Bos	121	0
Bos	122	0
Bos	123	0
Bos	124	1
Bos	125	0
Bos	126	1
Bos	127	0
Bos	128	0
Bos	129	0
Bos	130	0
Bos	131	0
Bos	132	1
Bos	133	2
Bos	134	1
Bos	135	2
Bos	136	1
Bos	137	0
Bos	138	2
Bos	247	0
Bos	248	0
Bos	249	1
Bos	250	0
Bos	251	0
Bos	252	0
Bos	253	0
Bos	254	0
Bos	255	0
Bos	256	0
Bos	257	1
Bos	258	0
Bos	259	1
Bos	260	0
Bos	261	0
Bos	262	0
Bos	263	0
Bos	264	0
Bos	295	0
Bos	296	0
Bos	297	1
Bos	298	0
Bos	299	2
Bos	300	0
Bos	313	1
Bos	314	0
Bos	315	2
Bos	316	0
Bos	317	1
Bos	318	0
Bos	331	0
Bos	332	0
Bos	333	0
Bos	334	0
Bos	335	0
Bos	336	0
Bos	625	0
Bos	626	0
Bos	627	1
Bos	628	0
Bos	629	1
Bos	630	0
Bos	655	0
Bos	656	0
Bos	657	0
Bos	658	1
Bos	659	0
Bos	660	0
Bos	679	1
Bos	680	1
Bos	681	0
Bos	682	2
Bos	683	1
Bos	684	0
Bos	715	0
Bos	716	0
Bos	717	0
Bos	718	0
Bos	719	1
Bos	720	1
Bos	727	0
Bos	728	2
Bos	729	0
Bos	730	1
Bos	731	0
Bos	732	1
Bos	913	0
Bos	914	0
Bos	915	1
Bos	916	1
Bos	917	0
Bos	918	0
Bos	919	0
Bos	920	0
Bos	921	0
Bos	922	2
Bos	923	0
Bos	924	0
Bos	925	0
Bos	926	1
Bos	927	0
Bos	928	0
Bos	929	0
Bos	930	0
Bos	937	0
Bos	938	0
Bos	939	0
Bos	940	0
Bos	941	0
Bos	942	0
Bos	1021	2
Bos	1022	0
Bos	1023	0
Bos	1024	0
Bos	1025	0
Bos	1026	0
Bos	1033	0
Bos	1034	0
Bos	1035	0
Bos	1036	0
Bos	1037	1
Bos	1038	1
Bos	1159	0
Bos	1160	0
Bos	1161	0
Bos	1162	0
Bos	1163	2
Bos	1164	0
Bos	1165	0
Bos	1166	0
Bos	1167	0
Bos	1168	1
Bos	1169	0
Bos	1170	0
Bos	1171	0
Bos	1172	0
Bos	1173	0
Bos	1174	0
Bos	1175	1
Bos	1176	0
Bos	1207	0
Bos	1208	0
Bos	1209	2
Bos	1210	0
Bos	1211	0
Bos	1212	1
Bos	1219	0
Bos	1220	0
Bos	1221	0
Bos	1222	1
Bos	1223	1
Bos	1224	0
Bos	1225	0
Bos	1226	1
Bos	1227	0
Bos	1228	0
Bos	1229	2
Bos	1230	1
Bos	1255	0
Bos	1256	0
Bos	1257	0
Bos	1258	0
Bos	1259	0
Bos	1260	0
Bos	1321	0
Bos	1322	0
Bos	1323	0
Bos	1324	0
Bos	1325	2
Bos	1326	0
Bos	1375	1
Bos	1376	0
Bos	1377	0
Bos	1378	0
Bos	1379	0
Bos	1380	0
Bos	1387	0
Bos	1388	0
Bos	1389	0
Bos	1390	0
Bos	1391	0
Bos	1392	0
Bos	1417	0
Bos	1418	0
Bos	1419	0
Bos	1420	1
Bos	1421	0
Bos	1422	0
Bos	1423	1
Bos	1424	0
Bos	1425	0
Bos	1426	0
Bos	1427	0
Bos	1428	0
Bos	1429	0
Bos	1430	0
Bos	1431	0
Bos	1432	0
Bos	1433	1
Bos	1434	0
Bos	1453	0
Bos	1454	0
Bos	1455	0
Bos	1456	0
Bos	1457	1
Bos	1458	0
Bos	1729	0
Bos	1730	0
Bos	1731	1
Bos	1732	0
Bos	1733	0
Bos	1734	0
Bos	1873	0
Bos	1874	0
Bos	1875	0
Bos	1876	0
Bos	1877	0
Bos	1878	0
Bos	1879	0
Bos	1880	0
Bos	1881	0
Bos	1882	0
Bos	1883	0
Bos	1884	0
Bos	1885	0
Bos	1886	0
Bos	1887	0
Bos	1888	0
Bos	1889	0
Bos	1890	0
Bos	1957	2
Bos	1958	0
Bos	1959	0
Bos	1960	0
Bos	1961	1
Bos	1962	0
Bos	1963	2
Bos	1964	0
Bos	1965	1
Bos	1966	2
Bos	1967	2
Bos	1968	3
Bos	1969	0
Bos	1970	0
Bos	1971	0
Bos	1972	1
Bos	1973	2
Bos	1974	0
Bos	1981	2
Bos	1982	1
Bos	1983	0
Bos	1984	0
Bos	1985	0
Bos	1986	2
Bos	1987	1
Bos	1988	1
Bos	1989	1
Bos	1990	1
Bos	1991	0
Bos	1992	0
Bos	1993	0
Bos	1994	1
Bos	1995	0
Bos	1996	1
Bos	1997	1
Bos	1998	0
Bos	2113	0
Bos	2114	0
Bos	2115	0
Bos	2116	0
Bos	2117	1
Bos	2118	0
Bos	2119	0
Bos	2120	0
Bos	2121	0
Bos	2122	0
Bos	2123	1
Bos	2124	0
Bos	2125	1
Bos	2126	1
Bos	2127	1
Bos	2128	2
Bos	2129	1
Bos	2130	1
Bos	2215	0
Bos	2216	1
Bos	2217	0
Bos	2218	0
Bos	2219	1
Bos	2220	1
Bos	2221	1
Bos	2222	3
Bos	2223	1
Bos	2224	2
Bos	2225	0
Bos	2226	1
Bos	2227	1
Bos	2228	2
Bos	2229	1
Bos	2230	0
Bos	2231	1
Bos	2232	1
Bos	2305	2
Bos	2306	0
Bos	2307	0
Bos	2308	2
Bos	2309	0
Bos	2310	0
Bos	2311	0
Bos	2312	1
Bos	2313	0
Bos	2314	0
Bos	2315	0
Bos	2316	0
Bos	2317	0
Bos	2318	0
Bos	2319	0
Bos	2320	0
Bos	2321	0
Bos	2322	0
Bos	2323	0
Bos	2324	0
Bos	2325	0
Bos	2326	0
Bos	2327	0
Bos	2328	0
Bos	2335	0
Bos	2336	0
Bos	2337	0
Bos	2338	0
Bos	2339	0
Bos	2340	0
Bos	2677	1
Bos	2678	0
Bos	2679	1
Bos	2680	0
Bos	2681	0
Bos	2682	0
Bos	2683	0
Bos	2684	0
Bos	2685	0
Bos	2686	0
Bos	2687	0
Bos	2688	0
Bos	2689	0
Bos	2690	0
Bos	2691	0
Bos	2692	0
Bos	2693	1
Bos	2694	0
Bos	2839	2
Bos	2840	2
Bos	2841	3
Bos	2842	0
Bos	2843	0
Bos	2844	1
Bos	2917	0
Bos	2918	0
Bos	2919	0
Bos	2920	0
Bos	2921	0
Bos	2922	0
Bos	2923	0
Bos	2924	0
Bos	2925	0
Bos	2926	0
Bos	2927	0
Bos	2928	0
Bos	2929	0
Bos	2930	0
Bos	2931	0
Bos	2932	0
Bos	2933	0
Bos	2934	0
Bos	2935	0
Bos	2936	0
Bos	2937	0
Bos	2938	0
Bos	2939	0
Bos	2940	0
Bos	2941	0
Bos	2942	0
Bos	2943	0
Bos	2944	1
Bos	2945	0
Bos	2946	1
Bos	3175	0
Bos	3176	0
Bos	3177	1
Bos	3178	0
Bos	3179	0
Bos	3180	0
Bos	3181	0
Bos	3182	0
Bos	3183	1
Bos	3184	0
Bos	3185	0
Bos	3186	0
Bos	3187	0
Bos	3188	1
Bos	3189	1
Bos	3190	0
Bos	3191	1
Bos	3192	1
Bos	3397	0
Bos	3398	1
Bos	3399	1
Bos	3400	1
Bos	3401	0
Bos	3402	0
Bos	3403	0
Bos	3404	0
Bos	3405	0
Bos	3406	1
Bos	3407	0
Bos	3408	0
Bos	3409	0
Bos	3410	0
Bos	3411	0
Bos	3412	1
Bos	3413	0
Bos	3414	0
Bos	3577	2
Bos	3578	0
Bos	3579	1
Bos	3580	1
Bos	3581	0
Bos	3582	0
Bos	3589	0
Bos	3590	0
Bos	3591	0
Bos	3592	0
Bos	3593	0
Bos	3594	0
Bos	3685	1
Bos	3686	0
Bos	3687	0
Bos	3688	0
Bos	3689	0
Bos	3690	0
Bos	3691	0
Bos	3692	0
Bos	3693	0
Bos	3694	0
Bos	3695	0
Bos	3696	0
Bos	3697	0
Bos	3698	4
Bos	3699	2
Bos	3700	0
Bos	3701	0
Bos	3702	0
Bos	3703	0
Bos	3704	0
Bos	3705	1
Bos	3706	0
Bos	3707	0
Bos	3708	0
Bos	3709	0
Bos	3710	0
Bos	3711	1
Bos	3712	0
Bos	3713	1
Bos	3714	0
Bos	3715	0
Bos	3716	0
Bos	3717	1
Bos	3718	0
Bos	3719	0
Bos	3720	1
Bos	3781	1
Bos	3782	4
Bos	3783	0
Bos	3784	0
Bos	3785	1
Bos	3786	0
Bos	3799	0
Bos	3800	1
Bos	3801	1
Bos	3802	2
Bos	3803	3
Bos	3804	0
Bos	3805	1
Bos	3806	0
Bos	3807	0
Bos	3808	0
Bos	3809	1
Bos	3810	0
Bos	3811	0
Bos	3812	0
Bos	3813	0
Bos	3814	0
Bos	3815	1
Bos	3816	0
Bos	3817	2
Bos	3818	0
Bos	3819	0
Bos	3820	0
Bos	3821	0
Bos	3822	0
Bos	4309	0
