ObservationID	SubLocationName	Count
146055	1_1	0
146055	1_2	0
146055	2_1	0
146055	2_2	1
146055	3_1	1
146055	3_2	0
146059	1_1	0
146059	1_2	0
146059	2_1	0
146059	2_2	0
146059	3_1	0
146059	3_2	0
146060	1_1	0
146060	1_2	0
146060	2_1	0
146060	2_2	1
146060	3_1	0
146060	3_2	0
146061	1_1	0
146061	1_2	0
146061	2_1	0
146061	2_2	1
146061	3_1	0
146061	3_2	0
146063	1_1	3
146063	1_2	0
146063	2_1	0
146063	2_2	0
146063	3_1	0
146063	3_2	0
146069	1_1	0
146069	1_2	0
146069	2_1	0
146069	2_2	0
146069	3_1	0
146069	3_2	0
146070	1_1	0
146070	1_2	0
146070	2_1	0
146070	2_2	0
146070	3_1	0
146070	3_2	2
146071	1_1	0
146071	1_2	0
146071	2_1	0
146071	2_2	0
146071	3_1	0
146071	3_2	1
146073	1_1	0
146073	1_2	0
146073	2_1	0
146073	2_2	0
146073	3_1	0
146073	3_2	1
146079	1_1	0
146079	1_2	0
146079	2_1	0
146079	2_2	0
146079	3_1	0
146079	3_2	0
146083	1_1	3
146083	1_2	0
146083	2_1	0
146083	2_2	0
146083	3_1	3
146083	3_2	0
146124	1_1	0
146124	1_2	1
146124	2_1	0
146124	2_2	0
146124	3_1	0
146124	3_2	0
146125	1_1	0
146125	1_2	2
146125	2_1	0
146125	2_2	0
146125	3_1	0
146125	3_2	0
146126	1_1	0
146126	1_2	2
146126	2_1	0
146126	2_2	0
146126	3_1	0
146126	3_2	0
146134	1_1	0
146134	1_2	0
146134	2_1	0
146134	2_2	0
146134	3_1	0
146134	3_2	0
146135	1_1	0
146135	1_2	0
146135	2_1	0
146135	2_2	0
146135	3_1	0
146135	3_2	0
146138	1_1	0
146138	1_2	1
146138	2_1	0
146138	2_2	0
146138	3_1	0
146138	3_2	0
146165	1_1	0
146165	1_2	0
146165	2_1	0
146165	2_2	0
146165	3_1	0
146165	3_2	0
146177	1_1	1
146177	1_2	0
146177	2_1	0
146177	2_2	0
146177	3_1	0
146177	3_2	0
146178	1_1	0
146178	1_2	0
146178	2_1	0
146178	2_2	0
146178	3_1	0
146178	3_2	0
146179	1_1	1
146179	1_2	0
146179	2_1	0
146179	2_2	0
146179	3_1	0
146179	3_2	0
146187	1_1	2
146187	1_2	2
146187	2_1	0
146187	2_2	0
146187	3_1	3
146187	3_2	0
146188	1_1	3
146188	1_2	0
146188	2_1	0
146188	2_2	0
146188	3_1	2
146188	3_2	1
146189	1_1	0
146189	1_2	0
146189	2_1	0
146189	2_2	0
146189	3_1	0
146189	3_2	0
146196	1_1	0
146196	1_2	1
146196	2_1	0
146196	2_2	0
146196	3_1	0
146196	3_2	0
146198	1_1	0
146198	1_2	1
146198	2_1	0
146198	2_2	0
146198	3_1	0
146198	3_2	0
146199	1_1	0
146199	1_2	0
146199	2_1	0
146199	2_2	1
146199	3_1	0
146199	3_2	0
146203	1_1	1
146203	1_2	0
146203	2_1	1
146203	2_2	0
146203	3_1	1
146203	3_2	1
146218	1_1	0
146218	1_2	0
146218	2_1	0
146218	2_2	0
146218	3_1	0
146218	3_2	3
146221	1_1	0
146221	1_2	0
146221	2_1	0
146221	2_2	1
146221	3_1	0
146221	3_2	0
146230	1_1	0
146230	1_2	1
146230	2_1	0
146230	2_2	0
146230	3_1	0
146230	3_2	0
146231	1_1	0
146231	1_2	1
146231	2_1	0
146231	2_2	0
146231	3_1	0
146231	3_2	0
146232	1_1	0
146232	1_2	0
146232	2_1	0
146232	2_2	0
146232	3_1	0
146232	3_2	0
146243	1_1	0
146243	1_2	2
146243	2_1	0
146243	2_2	0
146243	3_1	0
146243	3_2	0
146249	1_1	0
146249	1_2	0
146249	2_1	0
146249	2_2	0
146249	3_1	0
146249	3_2	0
146253	1_1	1
146253	1_2	1
146253	2_1	0
146253	2_2	0
146253	3_1	0
146253	3_2	0
146257	1_1	0
146257	1_2	0
146257	2_1	0
146257	2_2	1
146257	3_1	0
146257	3_2	0
146258	1_1	0
146258	1_2	0
146258	2_1	0
146258	2_2	0
146258	3_1	0
146258	3_2	0
146259	1_1	0
146259	1_2	0
146259	2_1	0
146259	2_2	0
146259	3_1	0
146259	3_2	0
146260	1_1	0
146260	1_2	0
146260	2_1	0
146260	2_2	0
146260	3_1	0
146260	3_2	0
146297	1_1	0
146297	1_2	1
146297	2_1	0
146297	2_2	0
146297	3_1	0
146297	3_2	0
146298	1_1	0
146298	1_2	0
146298	2_1	0
146298	2_2	0
146298	3_1	0
146298	3_2	0
146306	1_1	0
146306	1_2	0
146306	2_1	0
146306	2_2	0
146306	3_1	1
146306	3_2	0
146307	1_1	0
146307	1_2	1
146307	2_1	0
146307	2_2	0
146307	3_1	0
146307	3_2	2
146308	1_1	0
146308	1_2	0
146308	2_1	0
146308	2_2	0
146308	3_1	0
146308	3_2	0
146309	1_1	0
146309	1_2	0
146309	2_1	0
146309	2_2	0
146309	3_1	0
146309	3_2	0
146310	1_1	0
146310	1_2	0
146310	2_1	0
146310	2_2	0
146310	3_1	0
146310	3_2	3
146314	1_1	0
146314	1_2	0
146314	2_1	0
146314	2_2	0
146314	3_1	0
146314	3_2	0
146319	1_1	0
146319	1_2	0
146319	2_1	2
146319	2_2	0
146319	3_1	0
146319	3_2	0
146322	1_1	1
146322	1_2	0
146322	2_1	0
146322	2_2	0
146322	3_1	0
146322	3_2	0
146327	1_1	0
146327	1_2	0
146327	2_1	0
146327	2_2	0
146327	3_1	0
146327	3_2	1
146337	1_1	0
146337	1_2	1
146337	2_1	0
146337	2_2	0
146337	3_1	0
146337	3_2	1
146338	1_1	0
146338	1_2	0
146338	2_1	0
146338	2_2	0
146338	3_1	0
146338	3_2	0
146340	1_1	0
146340	1_2	0
146340	2_1	0
146340	2_2	0
146340	3_1	2
146340	3_2	0
146341	1_1	0
146341	1_2	0
146341	2_1	0
146341	2_2	0
146341	3_1	1
146341	3_2	0
146342	1_1	0
146342	1_2	0
146342	2_1	0
146342	2_2	0
146342	3_1	0
146342	3_2	1
146354	1_1	0
146354	1_2	0
146354	2_1	0
146354	2_2	0
146354	3_1	0
146354	3_2	0
146358	1_1	0
146358	1_2	0
146358	2_1	0
146358	2_2	0
146358	3_1	0
146358	3_2	0
146359	1_1	0
146359	1_2	0
146359	2_1	2
146359	2_2	0
146359	3_1	0
146359	3_2	0
146371	1_1	0
146371	1_2	0
146371	2_1	0
146371	2_2	0
146371	3_1	0
146371	3_2	0
146379	1_1	4
146379	1_2	0
146379	2_1	0
146379	2_2	0
146379	3_1	0
146379	3_2	0
146380	1_1	2
146380	1_2	0
146380	2_1	0
146380	2_2	0
146380	3_1	0
146380	3_2	0
146385	1_1	0
146385	1_2	0
146385	2_2	0
146385	3_1	1
146385	3_2	4
146387	1_1	0
146387	1_2	0
146387	2_2	0
146387	3_1	2
146387	3_2	3
146388	1_1	1
146388	1_2	0
146388	2_2	0
146388	3_1	1
146388	3_2	2
146392	1_1	0
146392	1_2	0
146392	2_1	1
146392	2_2	0
146392	3_1	0
146392	3_2	1
146393	1_1	0
146393	1_2	0
146393	2_1	1
146393	2_2	0
146393	3_1	0
146393	3_2	0
146394	1_1	0
146394	1_2	0
146394	2_1	0
146394	2_2	0
146394	3_1	0
146394	3_2	1
146424	1_1	0
146424	1_2	0
146424	2_1	0
146424	2_2	0
146424	3_1	0
146424	3_2	0
146425	1_1	0
146425	1_2	1
146425	2_1	0
146425	2_2	0
146425	3_1	0
146425	3_2	0
146426	1_1	0
146426	1_2	0
146426	2_1	0
146426	2_2	0
146426	3_1	0
146426	3_2	0
146434	1_1	0
146434	1_2	0
146434	2_1	0
146434	2_2	0
146434	3_1	0
146434	3_2	0
146436	1_1	0
146436	1_2	0
146436	2_1	0
146436	2_2	0
146436	3_1	0
146436	3_2	0
146437	1_1	4
146437	1_2	0
146437	2_1	0
146437	2_2	0
146437	3_1	0
146437	3_2	0
146441	1_1	0
146441	1_2	0
146441	2_1	0
146441	2_2	0
146441	3_1	1
146441	3_2	0
146442	1_1	1
146442	1_2	0
146442	2_1	0
146442	2_2	1
146442	3_1	2
146442	3_2	2
146443	1_1	0
146443	1_2	0
146443	2_1	0
146443	2_2	1
146443	3_1	0
146443	3_2	1
146447	1_1	0
146447	1_2	0
146447	2_1	0
146447	2_2	0
146447	3_1	0
146447	3_2	0
146448	1_1	0
146448	1_2	3
146448	2_1	0
146448	2_2	1
146448	3_1	0
146448	3_2	0
146450	1_1	0
146450	1_2	0
146450	2_1	0
146450	2_2	0
146450	3_1	0
146450	3_2	1
146452	1_1	0
146452	1_2	0
146452	2_1	1
146452	2_2	0
146452	3_1	0
146452	3_2	2
146462	1_1	0
146462	1_2	0
146462	2_1	0
146462	2_2	0
146462	3_1	0
146462	3_2	0
146463	1_1	2
146463	1_2	0
146463	2_1	1
146463	2_2	0
146463	3_1	0
146463	3_2	0
146464	1_1	1
146464	1_2	0
146464	2_1	0
146464	2_2	0
146464	3_1	0
146464	3_2	0
146466	1_1	0
146466	1_2	1
146466	2_1	0
146466	2_2	0
146466	3_1	0
146466	3_2	0
146467	1_1	0
146467	1_2	0
146467	2_1	0
146467	2_2	0
146467	3_1	0
146467	3_2	0
146468	1_1	0
146468	1_2	0
146468	2_1	0
146468	2_2	0
146468	3_1	0
146468	3_2	0
146488	1_1	0
146488	1_2	1
146488	2_1	0
146488	2_2	0
146488	3_1	0
146488	3_2	0
146515	1_1	0
146515	1_2	0
146515	2_1	0
146515	2_2	0
146515	3_1	0
146515	3_2	0
146518	1_1	0
146518	1_2	0
146518	2_1	0
146518	2_2	0
146518	3_1	0
146518	3_2	0
146519	1_1	0
146519	1_2	0
146519	2_1	0
146519	2_2	0
146519	3_1	1
146519	3_2	0
146520	1_1	0
146520	1_2	0
146520	2_1	0
146520	2_2	0
146520	3_1	0
146520	3_2	1
146534	1_1	0
146534	1_2	0
146534	2_1	0
146534	2_2	0
146534	3_1	0
146534	3_2	0
146599	1_1	0
146599	1_2	1
146599	2_1	0
146599	2_2	0
146599	3_1	0
146599	3_2	0
146600	1_1	0
146600	1_2	1
146600	2_1	0
146600	2_2	0
146600	3_1	0
146600	3_2	0
146601	1_1	0
146601	1_2	2
146601	2_1	0
146601	2_2	0
146601	3_1	0
146601	3_2	0
146610	1_1	0
146610	1_2	0
146610	2_1	0
146610	2_2	1
146610	3_1	3
146610	3_2	0
146611	1_1	0
146611	1_2	0
146611	2_1	0
146611	2_2	1
146611	3_1	1
146611	3_2	0
146615	1_1	0
146615	1_2	2
146615	2_1	0
146615	2_2	0
146615	3_1	0
146615	3_2	0
146616	1_1	0
146616	1_2	1
146616	2_1	0
146616	2_2	0
146616	3_1	0
146616	3_2	0
146617	1_1	0
146617	1_2	0
146617	2_1	0
146617	2_2	0
146617	3_1	0
146617	3_2	0
146618	1_1	0
146618	1_2	0
146618	2_2	1
146618	3_1	0
146618	3_2	0
146619	1_1	0
146619	1_2	0
146619	2_2	0
146619	3_1	0
146619	3_2	0
146622	1_1	0
146622	1_2	0
146622	2_1	0
146622	2_2	0
146622	3_1	0
146622	3_2	0
146661	1_1	0
146661	1_2	0
146661	2_2	0
146661	3_1	0
146662	1_1	4
146662	1_2	0
146662	2_2	0
146662	3_1	0
146666	1_1	0
146666	1_2	0
146666	2_2	0
146666	3_1	0
146667	1_1	4
146667	1_2	0
146667	2_2	0
146667	3_1	0
146668	1_1	0
146668	1_2	1
146668	2_2	0
146668	3_1	1
146669	1_1	0
146669	1_2	2
146669	2_1	0
146669	2_2	0
146669	3_1	0
146669	3_2	0
146671	1_1	0
146671	1_2	0
146671	2_1	0
146671	2_2	0
146671	3_1	0
146671	3_2	0
146673	1_1	0
146673	1_2	0
146673	2_1	0
146673	2_2	0
146673	3_1	0
146673	3_2	2
146677	1_1	0
146677	1_2	0
146677	2_1	0
146677	2_2	0
146677	3_1	0
146677	3_2	0
146680	1_1	0
146680	1_2	0
146680	2_1	0
146680	2_2	0
146680	3_1	0
146680	3_2	0
146683	1_1	0
146683	1_2	1
146683	2_1	0
146683	2_2	0
146683	3_1	2
146683	3_2	0
146708	1_1	0
146708	1_2	0
146708	2_1	0
146708	2_2	0
146708	3_1	0
146708	3_2	0
146713	1_1	0
146713	1_2	0
146713	2_1	0
146713	2_2	0
146713	3_1	0
146713	3_2	2
146714	1_1	0
146714	1_2	0
146714	2_1	0
146714	2_2	0
146714	3_1	1
146714	3_2	0
146715	1_1	0
146715	1_2	0
146715	2_1	0
146715	2_2	0
146715	3_1	1
146715	3_2	0
146725	1_1	0
146725	1_2	0
146725	2_1	0
146725	2_2	0
146725	3_1	0
146725	3_2	0
146726	1_1	0
146726	1_2	2
146726	2_1	0
146726	2_2	0
146726	3_1	1
146726	3_2	1
146727	1_1	0
146727	1_2	2
146727	2_1	0
146727	2_2	0
146727	3_1	0
146727	3_2	0
146728	1_1	0
146728	1_2	1
146728	2_1	0
146728	2_2	1
146728	3_1	1
146728	3_2	0
146735	1_1	0
146735	2_1	1
146735	2_2	0
146735	3_1	0
146736	1_1	0
146736	2_1	1
146736	2_2	1
146736	3_1	0
146737	1_1	0
146737	2_1	0
146737	2_2	0
146737	3_1	0
146785	1_1	0
146785	1_2	0
146785	2_1	0
146785	2_2	0
146785	3_1	0
146785	3_2	0
146892	1_1	0
146892	1_2	0
146892	2_1	0
146892	2_2	0
146892	3_1	0
146892	3_2	0
146984	1_1	0
146984	1_2	0
146984	2_1	0
146984	2_2	0
146984	3_1	0
146984	3_2	0
146985	1_1	0
146985	1_2	0
146985	2_1	0
146985	2_2	0
146985	3_1	0
146985	3_2	2
146986	1_1	0
146986	1_2	0
146986	2_1	0
146986	2_2	0
146986	3_1	0
146986	3_2	1
146999	1_1	0
146999	1_2	0
146999	2_1	0
146999	2_2	1
146999	3_1	0
146999	3_2	0
147000	1_1	0
147000	1_2	0
147000	2_1	0
147000	2_2	0
147000	3_1	0
147000	3_2	0
147006	1_1	0
147006	1_2	0
147006	2_1	0
147006	2_2	0
147006	3_1	1
147006	3_2	0
147026	1_1	0
147026	1_2	0
147026	2_1	0
147026	2_2	1
147026	3_1	0
147026	3_2	0
147036	1_1	1
147036	1_2	0
147036	2_1	2
147036	2_2	1
147036	3_1	0
147036	3_2	1
147052	1_1	0
147052	1_2	0
147052	2_1	0
