Year	Stratum	Weight
2007	Heide en duin	0.0524220421628786
2007	Landbouw	0.927278981388794
2007	Moeras en water	0.00886682826308089
2007	Suburbaan	0.0114321481852463
2008	Heide en duin	0.0731231776185608
2008	Landbouw	0.914035632228073
2008	Moeras en water	0.00631811151600162
2008	Suburbaan	0.00652307863736421
2009	Bos	0.0121771368684344
2009	Heide en duin	0.0941953070111245
2009	Landbouw	0.893627556120441
2010	Bos	0.0031526683406214
2010	Heide en duin	0.053285592360152
2010	Landbouw	0.92536538936973
2010	Moeras en water	0.00627748466683434
2010	Suburbaan	0.0119188652626627
2011	Bos	0.00450295388224499
2011	Heide en duin	0.0806076002308923
2011	Landbouw	0.895640365525432
2011	Moeras en water	0.0118180973537847
2011	Suburbaan	0.00743098300764567
2012	Bos	0.00814011466748303
2012	Heide en duin	0.0955859306703521
2012	Landbouw	0.888505262851331
2012	Moeras en water	0.00776869181083368
2013	Bos	0.00432705726982158
2013	Heide en duin	0.0526368204875945
2013	Landbouw	0.933372813154744
2013	Moeras en water	0.00966330908783979
2014	Heide en duin	0.0856338187796468
2014	Landbouw	0.894075365003372
2014	Moeras en water	0.0122820699045348
2014	Suburbaan	0.00800874631244603
