Cycle	Stratum	Weight
0	Bos	0.00974925685178175
0	Heide en duin	0.039449674425239
0	Landbouw	0.917938501033497
0	Moeras en water	0.00900426863986315
0	Suburbaan	0.0187980943048898
0	Urbaan	0.00506020474472928
1	Bos	0.0104760657275908
1	Heide en duin	0.0382626939004942
1	Landbouw	0.918604217348843
1	Moeras en water	0.00684772546149612
1	Suburbaan	0.0207072885397091
1	Urbaan	0.00510200902186626
2	Bos	0.0113943134850434
2	Heide en duin	0.0430325271464285
2	Landbouw	0.923155406292488
2	Moeras en water	0.0053997049311891
2	Suburbaan	0.0170180481448506
