Cycle	Stratum	Weight
0	Bos	0.0198682068864656
0	Heide en duin	0.00643162288162398
0	Landbouw	0.848044029126298
0	Moeras en water	0.011450387773015
0	Suburbaan	0.0275824907813216
0	Urbaan	0.0866232625512756
1	Bos	0.0220998449230512
1	Heide en duin	0.00827869607881563
1	Landbouw	0.849671301881821
1	Moeras en water	0.0116676474697596
1	Suburbaan	0.0288020967432162
1	Urbaan	0.0794804129033362
2	Bos	0.0218900163273642
2	Heide en duin	0.00590509294131388
2	Landbouw	0.855819907634396
2	Moeras en water	0.0129669537859643
2	Suburbaan	0.0286072244027414
2	Urbaan	0.0748108049082204
